class_id,label,number_of_videos,number_of_signers,selected,reason_if_excluded
mary,mary,1,unavailable,False,only 1 usable videos (< 15)
maruti car,maruti car,1,unavailable,False,only 1 usable videos (< 15)
marth,marth,1,unavailable,False,only 1 usable videos (< 15)
marry,marry,1,unavailable,False,only 1 usable videos (< 15)
marking table,marking table,1,unavailable,False,only 1 usable videos (< 15)
marketing of vegetables,marketing of vegetables,1,unavailable,False,only 1 usable videos (< 15)
market,market,1,unavailable,False,only 1 usable videos (< 15)
custody,custody,1,unavailable,False,only 1 usable videos (< 15)
custard apple,custard apple,1,unavailable,False,only 1 usable videos (< 15)
curved,curved,1,unavailable,False,only 1 usable videos (< 15)
curvature,curvature,1,unavailable,False,only 1 usable videos (< 15)
curry,curry,1,unavailable,False,only 1 usable videos (< 15)
current,current,1,unavailable,False,only 1 usable videos (< 15)
currency chest,currency chest,1,unavailable,False,only 1 usable videos (< 15)
meager,meager,1,unavailable,False,only 1 usable videos (< 15)
mazdoor,mazdoor,1,unavailable,False,only 1 usable videos (< 15)
maybe,maybe,1,unavailable,False,only 1 usable videos (< 15)
mauritius,mauritius,1,unavailable,False,only 1 usable videos (< 15)
maturity,maturity,1,unavailable,False,only 1 usable videos (< 15)
mature,mature,1,unavailable,False,only 1 usable videos (< 15)
matrimonial home,matrimonial home,1,unavailable,False,only 1 usable videos (< 15)
mating method of poultry,mating method of poultry,1,unavailable,False,only 1 usable videos (< 15)
maths,maths,1,unavailable,False,only 1 usable videos (< 15)
mathematics,mathematics,1,unavailable,False,only 1 usable videos (< 15)
mathematical,mathematical,1,unavailable,False,only 1 usable videos (< 15)
maternal aunt,maternal aunt,1,unavailable,False,only 1 usable videos (< 15)
match,match,1,unavailable,False,only 1 usable videos (< 15)
mass,mass,1,unavailable,False,only 1 usable videos (< 15)
masquito,masquito,1,unavailable,False,only 1 usable videos (< 15)
masonry bit,masonry bit,1,unavailable,False,only 1 usable videos (< 15)
crow bar,crow bar,1,unavailable,False,only 1 usable videos (< 15)
crow,crow,1,unavailable,False,only 1 usable videos (< 15)
crossing,crossing,1,unavailable,False,only 1 usable videos (< 15)
cross belt drive,cross belt drive,1,unavailable,False,only 1 usable videos (< 15)
cross,cross,1,unavailable,False,only 1 usable videos (< 15)
crops,crops,1,unavailable,False,only 1 usable videos (< 15)
cropping tool,cropping tool,1,unavailable,False,only 1 usable videos (< 15)
croatia,croatia,1,unavailable,False,only 1 usable videos (< 15)
criticize,criticize,1,unavailable,False,only 1 usable videos (< 15)
medium shrubs,medium shrubs,1,unavailable,False,only 1 usable videos (< 15)
meditate,meditate,1,unavailable,False,only 1 usable videos (< 15)
mediocre,mediocre,1,unavailable,False,only 1 usable videos (< 15)
medicine,medicine,1,unavailable,False,only 1 usable videos (< 15)
medal,medal,1,unavailable,False,only 1 usable videos (< 15)
mechanics,mechanics,1,unavailable,False,only 1 usable videos (< 15)
measuring tape,measuring tape,1,unavailable,False,only 1 usable videos (< 15)
merger,merger,1,unavailable,False,only 1 usable videos (< 15)
merge,merge,1,unavailable,False,only 1 usable videos (< 15)
mercury,mercury,1,unavailable,False,only 1 usable videos (< 15)
merchant,merchant,1,unavailable,False,only 1 usable videos (< 15)
menu,menu,1,unavailable,False,only 1 usable videos (< 15)
memory unit,memory unit,1,unavailable,False,only 1 usable videos (< 15)
memory card,memory card,1,unavailable,False,only 1 usable videos (< 15)
memorize,memorize,1,unavailable,False,only 1 usable videos (< 15)
memo,memo,1,unavailable,False,only 1 usable videos (< 15)
melting point,melting point,1,unavailable,False,only 1 usable videos (< 15)
cultivators,cultivators,1,unavailable,False,only 1 usable videos (< 15)
culottes,culottes,1,unavailable,False,only 1 usable videos (< 15)
cuffs,cuffs,1,unavailable,False,only 1 usable videos (< 15)
cucumber,cucumber,1,unavailable,False,only 1 usable videos (< 15)
cry,cry,1,unavailable,False,only 1 usable videos (< 15)
crown,crown,1,unavailable,False,only 1 usable videos (< 15)
might,might,1,unavailable,False,only 1 usable videos (< 15)
microwave,microwave,1,unavailable,False,only 1 usable videos (< 15)
microphone,microphone,1,unavailable,False,only 1 usable videos (< 15)
micromax mobile,micromax mobile,1,unavailable,False,only 1 usable videos (< 15)
mi xiaomi,mi xiaomi,1,unavailable,False,only 1 usable videos (< 15)
mho,mho,1,unavailable,False,only 1 usable videos (< 15)
mexico,mexico,1,unavailable,False,only 1 usable videos (< 15)
metro,metro,1,unavailable,False,only 1 usable videos (< 15)
methods of drainage,methods of drainage,1,unavailable,False,only 1 usable videos (< 15)
method of accounting,method of accounting,1,unavailable,False,only 1 usable videos (< 15)
method,method,1,unavailable,False,only 1 usable videos (< 15)
meter,meter,1,unavailable,False,only 1 usable videos (< 15)
messenger,messenger,1,unavailable,False,only 1 usable videos (< 15)
messages videos,messages videos,1,unavailable,False,only 1 usable videos (< 15)
message video,message video,1,unavailable,False,only 1 usable videos (< 15)
merit and demerits,merit and demerits,1,unavailable,False,only 1 usable videos (< 15)
crease,crease,1,unavailable,False,only 1 usable videos (< 15)
crawler loader,crawler loader,1,unavailable,False,only 1 usable videos (< 15)
cpi,cpi,1,unavailable,False,only 1 usable videos (< 15)
milter hat,milter hat,1,unavailable,False,only 1 usable videos (< 15)
millionaire,millionaire,1,unavailable,False,only 1 usable videos (< 15)
milling cutter convex,milling cutter convex,1,unavailable,False,only 1 usable videos (< 15)
milling cutter concave,milling cutter concave,1,unavailable,False,only 1 usable videos (< 15)
milling cutter angle,milling cutter angle,1,unavailable,False,only 1 usable videos (< 15)
millimetre,millimetre,1,unavailable,False,only 1 usable videos (< 15)
milligram,milligram,1,unavailable,False,only 1 usable videos (< 15)
milli litre,milli litre,1,unavailable,False,only 1 usable videos (< 15)
milk powder,milk powder,1,unavailable,False,only 1 usable videos (< 15)
milk bottle,milk bottle,1,unavailable,False,only 1 usable videos (< 15)
milk adultration,milk adultration,1,unavailable,False,only 1 usable videos (< 15)
mild steel rod,mild steel rod,1,unavailable,False,only 1 usable videos (< 15)
milad un nabi,milad un nabi,1,unavailable,False,only 1 usable videos (< 15)
missing,missing,1,unavailable,False,only 1 usable videos (< 15)
misbehaviour,misbehaviour,1,unavailable,False,only 1 usable videos (< 15)
misappropriation,misappropriation,1,unavailable,False,only 1 usable videos (< 15)
minimize,minimize,1,unavailable,False,only 1 usable videos (< 15)
mineral matter,mineral matter,1,unavailable,False,only 1 usable videos (< 15)
mime,mime,1,unavailable,False,only 1 usable videos (< 15)
milter stripes,milter stripes,1,unavailable,False,only 1 usable videos (< 15)
criminal court,criminal court,1,unavailable,False,only 1 usable videos (< 15)
crime scene,crime scene,1,unavailable,False,only 1 usable videos (< 15)
crime,crime,1,unavailable,False,only 1 usable videos (< 15)
cricket,cricket,1,unavailable,False,only 1 usable videos (< 15)
credit voucher,credit voucher,1,unavailable,False,only 1 usable videos (< 15)
credit sale,credit sale,1,unavailable,False,only 1 usable videos (< 15)
credit purchase,credit purchase,1,unavailable,False,only 1 usable videos (< 15)
credit,credit,1,unavailable,False,only 1 usable videos (< 15)
created,created,1,unavailable,False,only 1 usable videos (< 15)
molecule,molecule,1,unavailable,False,only 1 usable videos (< 15)
molecuiar motion,molecuiar motion,1,unavailable,False,only 1 usable videos (< 15)
modification,modification,1,unavailable,False,only 1 usable videos (< 15)
modern roof,modern roof,1,unavailable,False,only 1 usable videos (< 15)
mobilisation deposit,mobilisation deposit,1,unavailable,False,only 1 usable videos (< 15)
mitsubishi motors,mitsubishi motors,1,unavailable,False,only 1 usable videos (< 15)
misunderstand,misunderstand,1,unavailable,False,only 1 usable videos (< 15)
cowl  sleeve,cowl  sleeve,1,unavailable,False,only 1 usable videos (< 15)
court hall,court hall,1,unavailable,False,only 1 usable videos (< 15)
court,court,1,unavailable,False,only 1 usable videos (< 15)
counter sinking,counter sinking,1,unavailable,False,only 1 usable videos (< 15)
counter,counter,1,unavailable,False,only 1 usable videos (< 15)
count,count,1,unavailable,False,only 1 usable videos (< 15)
counsel,counsel,1,unavailable,False,only 1 usable videos (< 15)
cotter ring,cotter ring,1,unavailable,False,only 1 usable videos (< 15)
costa rica,costa rica,1,unavailable,False,only 1 usable videos (< 15)
cooling sheet,cooling sheet,1,unavailable,False,only 1 usable videos (< 15)
coolie,coolie,1,unavailable,False,only 1 usable videos (< 15)
cooker,cooker,1,unavailable,False,only 1 usable videos (< 15)
conveyance allowance,conveyance allowance,1,unavailable,False,only 1 usable videos (< 15)
moral,moral,1,unavailable,False,only 1 usable videos (< 15)
monthly statement,monthly statement,1,unavailable,False,only 1 usable videos (< 15)
monthly return,monthly return,1,unavailable,False,only 1 usable videos (< 15)
monster truck,monster truck,1,unavailable,False,only 1 usable videos (< 15)
monsoon,monsoon,1,unavailable,False,only 1 usable videos (< 15)
monocotyledonae,monocotyledonae,1,unavailable,False,only 1 usable videos (< 15)
monitoring,monitoring,1,unavailable,False,only 1 usable videos (< 15)
mongolia,mongolia,1,unavailable,False,only 1 usable videos (< 15)
moneylender,moneylender,1,unavailable,False,only 1 usable videos (< 15)
money order,money order,1,unavailable,False,only 1 usable videos (< 15)
money,money,1,unavailable,False,only 1 usable videos (< 15)
monetary,monetary,1,unavailable,False,only 1 usable videos (< 15)
motivate,motivate,1,unavailable,False,only 1 usable videos (< 15)
motion,motion,1,unavailable,False,only 1 usable videos (< 15)
motherboard,motherboard,1,unavailable,False,only 1 usable videos (< 15)
mother tongue,mother tongue,1,unavailable,False,only 1 usable videos (< 15)
mother in law,mother in law,1,unavailable,False,only 1 usable videos (< 15)
mosquito,mosquito,1,unavailable,False,only 1 usable videos (< 15)
mosque,mosque,1,unavailable,False,only 1 usable videos (< 15)
mortgage,mortgage,1,unavailable,False,only 1 usable videos (< 15)
corresponding branch,corresponding branch,1,unavailable,False,only 1 usable videos (< 15)
corporation bank,corporation bank,1,unavailable,False,only 1 usable videos (< 15)
corel draw,corel draw,1,unavailable,False,only 1 usable videos (< 15)
copy and paste,copy and paste,1,unavailable,False,only 1 usable videos (< 15)
copper wire,copper wire,1,unavailable,False,only 1 usable videos (< 15)
cop,cop,1,unavailable,False,only 1 usable videos (< 15)
coordinate,coordinate,1,unavailable,False,only 1 usable videos (< 15)
cooperate,cooperate,1,unavailable,False,only 1 usable videos (< 15)
ms word,ms word,1,unavailable,False,only 1 usable videos (< 15)
ms windows,ms windows,1,unavailable,False,only 1 usable videos (< 15)
ms powerpoint,ms powerpoint,1,unavailable,False,only 1 usable videos (< 15)
ms excel,ms excel,1,unavailable,False,only 1 usable videos (< 15)
movie,movie,1,unavailable,False,only 1 usable videos (< 15)
movement,movement,1,unavailable,False,only 1 usable videos (< 15)
movable property,movable property,1,unavailable,False,only 1 usable videos (< 15)
mouthwash,mouthwash,1,unavailable,False,only 1 usable videos (< 15)
mouth spray,mouth spray,1,unavailable,False,only 1 usable videos (< 15)
mouth parts,mouth parts,1,unavailable,False,only 1 usable videos (< 15)
mouth organ,mouth organ,1,unavailable,False,only 1 usable videos (< 15)
mouse pad,mouse pad,1,unavailable,False,only 1 usable videos (< 15)
mouse click,mouse click,1,unavailable,False,only 1 usable videos (< 15)
mouse,mouse,1,unavailable,False,only 1 usable videos (< 15)
motorola,motorola,1,unavailable,False,only 1 usable videos (< 15)
motorcycle air filter,motorcycle air filter,1,unavailable,False,only 1 usable videos (< 15)
consultant,consultant,1,unavailable,False,only 1 usable videos (< 15)
construction contract,construction contract,1,unavailable,False,only 1 usable videos (< 15)
construction,construction,1,unavailable,False,only 1 usable videos (< 15)
constitutional rights,constitutional rights,1,unavailable,False,only 1 usable videos (< 15)
conservation,conservation,1,unavailable,False,only 1 usable videos (< 15)
museum,museum,1,unavailable,False,only 1 usable videos (< 15)
murraya exotica,murraya exotica,1,unavailable,False,only 1 usable videos (< 15)
multiply,multiply,1,unavailable,False,only 1 usable videos (< 15)
multiple,multiple,1,unavailable,False,only 1 usable videos (< 15)
multi storey building,multi storey building,1,unavailable,False,only 1 usable videos (< 15)
muitimeter,muitimeter,1,unavailable,False,only 1 usable videos (< 15)
mugshot,mugshot,1,unavailable,False,only 1 usable videos (< 15)
muffler,muffler,1,unavailable,False,only 1 usable videos (< 15)
mucosal disease,mucosal disease,1,unavailable,False,only 1 usable videos (< 15)
mtnl,mtnl,1,unavailable,False,only 1 usable videos (< 15)
mtl,mtl,1,unavailable,False,only 1 usable videos (< 15)
mutual agreement,mutual agreement,1,unavailable,False,only 1 usable videos (< 15)
mute,mute,1,unavailable,False,only 1 usable videos (< 15)
mushroom storage,mushroom storage,1,unavailable,False,only 1 usable videos (< 15)
mushroom production,mushroom production,1,unavailable,False,only 1 usable videos (< 15)
mushroom pleating,mushroom pleating,1,unavailable,False,only 1 usable videos (< 15)
mushroom harvesting,mushroom harvesting,1,unavailable,False,only 1 usable videos (< 15)
convex mirror,convex mirror,1,unavailable,False,only 1 usable videos (< 15)
convex lens,convex lens,1,unavailable,False,only 1 usable videos (< 15)
convex,convex,1,unavailable,False,only 1 usable videos (< 15)
convertible  collar,convertible  collar,1,unavailable,False,only 1 usable videos (< 15)
conversion,conversion,1,unavailable,False,only 1 usable videos (< 15)
contractual,contractual,1,unavailable,False,only 1 usable videos (< 15)
contraction,contraction,1,unavailable,False,only 1 usable videos (< 15)
continue,continue,1,unavailable,False,only 1 usable videos (< 15)
continent,continent,1,unavailable,False,only 1 usable videos (< 15)
contest,contest,1,unavailable,False,only 1 usable videos (< 15)
condom,condom,1,unavailable,False,only 1 usable videos (< 15)
condition,condition,1,unavailable,False,only 1 usable videos (< 15)
nationalisation,nationalisation,1,unavailable,False,only 1 usable videos (< 15)
national capital region,national capital region,1,unavailable,False,only 1 usable videos (< 15)
national association of the deaf,national association of the deaf,1,unavailable,False,only 1 usable videos (< 15)
nappy,nappy,1,unavailable,False,only 1 usable videos (< 15)
nap fabrick,nap fabrick,1,unavailable,False,only 1 usable videos (< 15)
namibia,namibia,1,unavailable,False,only 1 usable videos (< 15)
namaste,namaste,1,unavailable,False,only 1 usable videos (< 15)
nail cutter,nail cutter,1,unavailable,False,only 1 usable videos (< 15)
nagpur,nagpur,1,unavailable,False,only 1 usable videos (< 15)
nagaland,nagaland,1,unavailable,False,only 1 usable videos (< 15)
mysuru,mysuru,1,unavailable,False,only 1 usable videos (< 15)
mysore,mysore,1,unavailable,False,only 1 usable videos (< 15)
myanmar,myanmar,1,unavailable,False,only 1 usable videos (< 15)
my name is,my name is,1,unavailable,False,only 1 usable videos (< 15)
near,near,1,unavailable,False,only 1 usable videos (< 15)
ncp,ncp,1,unavailable,False,only 1 usable videos (< 15)
nature,nature,1,unavailable,False,only 1 usable videos (< 15)
natural numbers,natural numbers,1,unavailable,False,only 1 usable videos (< 15)
natural gaurdian,natural gaurdian,1,unavailable,False,only 1 usable videos (< 15)
natural gas,natural gas,1,unavailable,False,only 1 usable videos (< 15)
nationalist congress party,nationalist congress party,1,unavailable,False,only 1 usable videos (< 15)
consent,consent,1,unavailable,False,only 1 usable videos (< 15)
connect,connect,1,unavailable,False,only 1 usable videos (< 15)
congratulations,congratulations,1,unavailable,False,only 1 usable videos (< 15)
confirmed member,confirmed member,1,unavailable,False,only 1 usable videos (< 15)
confidential report,confidential report,1,unavailable,False,only 1 usable videos (< 15)
confidence,confidence,1,unavailable,False,only 1 usable videos (< 15)
confession,confession,1,unavailable,False,only 1 usable videos (< 15)
confess,confess,1,unavailable,False,only 1 usable videos (< 15)
conductor,conductor,1,unavailable,False,only 1 usable videos (< 15)
neptune,neptune,1,unavailable,False,only 1 usable videos (< 15)
nephew,nephew,1,unavailable,False,only 1 usable videos (< 15)
nematology,nematology,1,unavailable,False,only 1 usable videos (< 15)
nematode control,nematode control,1,unavailable,False,only 1 usable videos (< 15)
nehru collar,nehru collar,1,unavailable,False,only 1 usable videos (< 15)
negogiable instrumemts,negogiable instrumemts,1,unavailable,False,only 1 usable videos (< 15)
negligible,negligible,1,unavailable,False,only 1 usable videos (< 15)
negligent,negligent,1,unavailable,False,only 1 usable videos (< 15)
negligence,negligence,1,unavailable,False,only 1 usable videos (< 15)
negative error,negative error,1,unavailable,False,only 1 usable videos (< 15)
need,need,1,unavailable,False,only 1 usable videos (< 15)
neck band,neck band,1,unavailable,False,only 1 usable videos (< 15)
necessary,necessary,1,unavailable,False,only 1 usable videos (< 15)
neat,neat,1,unavailable,False,only 1 usable videos (< 15)
nearly,nearly,1,unavailable,False,only 1 usable videos (< 15)
nearby,nearby,1,unavailable,False,only 1 usable videos (< 15)
concave,concave,1,unavailable,False,only 1 usable videos (< 15)
computing,computing,1,unavailable,False,only 1 usable videos (< 15)
computerisation,computerisation,1,unavailable,False,only 1 usable videos (< 15)
compulsory,compulsory,1,unavailable,False,only 1 usable videos (< 15)
news,news,1,unavailable,False,only 1 usable videos (< 15)
newly weds,newly weds,1,unavailable,False,only 1 usable videos (< 15)
newly married,newly married,1,unavailable,False,only 1 usable videos (< 15)
new zealand,new zealand,1,unavailable,False,only 1 usable videos (< 15)
new moon day,new moon day,1,unavailable,False,only 1 usable videos (< 15)
new delhi,new delhi,1,unavailable,False,only 1 usable videos (< 15)
neutron,neutron,1,unavailable,False,only 1 usable videos (< 15)
neutral,neutral,1,unavailable,False,only 1 usable videos (< 15)
netherlands,netherlands,1,unavailable,False,only 1 usable videos (< 15)
netflix,netflix,1,unavailable,False,only 1 usable videos (< 15)
netaji subhas chandra bose,netaji subhas chandra bose,1,unavailable,False,only 1 usable videos (< 15)
net profit,net profit,1,unavailable,False,only 1 usable videos (< 15)
niece,niece,1,unavailable,False,only 1 usable videos (< 15)
nice to meet you,nice to meet you,1,unavailable,False,only 1 usable videos (< 15)
next year,next year,1,unavailable,False,only 1 usable videos (< 15)
next week,next week,1,unavailable,False,only 1 usable videos (< 15)
next month,next month,1,unavailable,False,only 1 usable videos (< 15)
newton,newton,1,unavailable,False,only 1 usable videos (< 15)
newsreader,newsreader,1,unavailable,False,only 1 usable videos (< 15)
concurrent,concurrent,1,unavailable,False,only 1 usable videos (< 15)
concrete mixture,concrete mixture,1,unavailable,False,only 1 usable videos (< 15)
conclude,conclude,1,unavailable,False,only 1 usable videos (< 15)
conciliation,conciliation,1,unavailable,False,only 1 usable videos (< 15)
concession,concession,1,unavailable,False,only 1 usable videos (< 15)
concept,concept,1,unavailable,False,only 1 usable videos (< 15)
concealment of identity,concealment of identity,1,unavailable,False,only 1 usable videos (< 15)
concave mirror,concave mirror,1,unavailable,False,only 1 usable videos (< 15)
concave lens,concave lens,1,unavailable,False,only 1 usable videos (< 15)
non payment,non payment,1,unavailable,False,only 1 usable videos (< 15)
non legal,non legal,1,unavailable,False,only 1 usable videos (< 15)
non infectious disease,non infectious disease,1,unavailable,False,only 1 usable videos (< 15)
non access,non access,1,unavailable,False,only 1 usable videos (< 15)
nomographer,nomographer,1,unavailable,False,only 1 usable videos (< 15)
nominee,nominee,1,unavailable,False,only 1 usable videos (< 15)
nominate,nominate,1,unavailable,False,only 1 usable videos (< 15)
nominal value,nominal value,1,unavailable,False,only 1 usable videos (< 15)
nokia mobile,nokia mobile,1,unavailable,False,only 1 usable videos (< 15)
noc,noc,1,unavailable,False,only 1 usable videos (< 15)
no due certificate,no due certificate,1,unavailable,False,only 1 usable videos (< 15)
ninth,ninth,1,unavailable,False,only 1 usable videos (< 15)
nineteen,nineteen,1,unavailable,False,only 1 usable videos (< 15)
nine,nine,1,unavailable,False,only 1 usable videos (< 15)
nigeria,nigeria,1,unavailable,False,only 1 usable videos (< 15)
niger,niger,1,unavailable,False,only 1 usable videos (< 15)
complainant and complaint,complainant and complaint,1,unavailable,False,only 1 usable videos (< 15)
compate,compate,1,unavailable,False,only 1 usable videos (< 15)
compass surveying,compass surveying,1,unavailable,False,only 1 usable videos (< 15)
company secretary,company secretary,1,unavailable,False,only 1 usable videos (< 15)
note,note,1,unavailable,False,only 1 usable videos (< 15)
notch collar,notch collar,1,unavailable,False,only 1 usable videos (< 15)
notary public,notary public,1,unavailable,False,only 1 usable videos (< 15)
not negotiable,not negotiable,1,unavailable,False,only 1 usable videos (< 15)
not,not,1,unavailable,False,only 1 usable videos (< 15)
norway,norway,1,unavailable,False,only 1 usable videos (< 15)
north-east,north-east,1,unavailable,False,only 1 usable videos (< 15)
north korea,north korea,1,unavailable,False,only 1 usable videos (< 15)
north america,north america,1,unavailable,False,only 1 usable videos (< 15)
norfolk jacket,norfolk jacket,1,unavailable,False,only 1 usable videos (< 15)
none,none,1,unavailable,False,only 1 usable videos (< 15)
non vegetarian,non vegetarian,1,unavailable,False,only 1 usable videos (< 15)
nucleus,nucleus,1,unavailable,False,only 1 usable videos (< 15)
nuclear reactor,nuclear reactor,1,unavailable,False,only 1 usable videos (< 15)
nuclear energy,nuclear energy,1,unavailable,False,only 1 usable videos (< 15)
nri,nri,1,unavailable,False,only 1 usable videos (< 15)
notice board,notice board,1,unavailable,False,only 1 usable videos (< 15)
notice,notice,1,unavailable,False,only 1 usable videos (< 15)
notesheet,notesheet,1,unavailable,False,only 1 usable videos (< 15)
note book,note book,1,unavailable,False,only 1 usable videos (< 15)
compromise,compromise,1,unavailable,False,only 1 usable videos (< 15)
compression,compression,1,unavailable,False,only 1 usable videos (< 15)
compound microscope,compound microscope,1,unavailable,False,only 1 usable videos (< 15)
compound interest,compound interest,1,unavailable,False,only 1 usable videos (< 15)
composition of milk,composition of milk,1,unavailable,False,only 1 usable videos (< 15)
compositing,compositing,1,unavailable,False,only 1 usable videos (< 15)
complete,complete,1,unavailable,False,only 1 usable videos (< 15)
complaint,complaint,1,unavailable,False,only 1 usable videos (< 15)
commercial vegetable gardening,commercial vegetable gardening,1,unavailable,False,only 1 usable videos (< 15)
commercial building,commercial building,1,unavailable,False,only 1 usable videos (< 15)
commerce,commerce,1,unavailable,False,only 1 usable videos (< 15)
octal,octal,1,unavailable,False,only 1 usable videos (< 15)
occupation,occupation,1,unavailable,False,only 1 usable videos (< 15)
observation,observation,1,unavailable,False,only 1 usable videos (< 15)
obligate saprophyte,obligate saprophyte,1,unavailable,False,only 1 usable videos (< 15)
objection,objection,1,unavailable,False,only 1 usable videos (< 15)
object,object,1,unavailable,False,only 1 usable videos (< 15)
obedience,obedience,1,unavailable,False,only 1 usable videos (< 15)
nutrition,nutrition,1,unavailable,False,only 1 usable videos (< 15)
nuncupative will,nuncupative will,1,unavailable,False,only 1 usable videos (< 15)
numpad,numpad,1,unavailable,False,only 1 usable videos (< 15)
numerous,numerous,1,unavailable,False,only 1 usable videos (< 15)
numerical control,numerical control,1,unavailable,False,only 1 usable videos (< 15)
number system,number system,1,unavailable,False,only 1 usable videos (< 15)
office hours,office hours,1,unavailable,False,only 1 usable videos (< 15)
office branch,office branch,1,unavailable,False,only 1 usable videos (< 15)
office bearer,office bearer,1,unavailable,False,only 1 usable videos (< 15)
offence,offence,1,unavailable,False,only 1 usable videos (< 15)
off shore banking,off shore banking,1,unavailable,False,only 1 usable videos (< 15)
off season,off season,1,unavailable,False,only 1 usable videos (< 15)
of,of,1,unavailable,False,only 1 usable videos (< 15)
octopus,octopus,1,unavailable,False,only 1 usable videos (< 15)
company partnership,company partnership,1,unavailable,False,only 1 usable videos (< 15)
company joint stock,company joint stock,1,unavailable,False,only 1 usable videos (< 15)
compaction,compaction,1,unavailable,False,only 1 usable videos (< 15)
compact disc,compact disc,1,unavailable,False,only 1 usable videos (< 15)
community,community,1,unavailable,False,only 1 usable videos (< 15)
communication,communication,1,unavailable,False,only 1 usable videos (< 15)
common cold,common cold,1,unavailable,False,only 1 usable videos (< 15)
committee,committee,1,unavailable,False,only 1 usable videos (< 15)
on the basis of major causal agents,on the basis of major causal agents,1,unavailable,False,only 1 usable videos (< 15)
on the basis of life cycle,on the basis of life cycle,1,unavailable,False,only 1 usable videos (< 15)
on probation,on probation,1,unavailable,False,only 1 usable videos (< 15)
on demand,on demand,1,unavailable,False,only 1 usable videos (< 15)
on cloud nine,on cloud nine,1,unavailable,False,only 1 usable videos (< 15)
omit,omit,1,unavailable,False,only 1 usable videos (< 15)
omission,omission,1,unavailable,False,only 1 usable videos (< 15)
olympics,olympics,1,unavailable,False,only 1 usable videos (< 15)
olericulture,olericulture,1,unavailable,False,only 1 usable videos (< 15)
older sister,older sister,1,unavailable,False,only 1 usable videos (< 15)
ohm,ohm,1,unavailable,False,only 1 usable videos (< 15)
ogle from head to toe,ogle from head to toe,1,unavailable,False,only 1 usable videos (< 15)
offline editing,offline editing,1,unavailable,False,only 1 usable videos (< 15)
officiating,officiating,1,unavailable,False,only 1 usable videos (< 15)
officer in charge of jail,officer in charge of jail,1,unavailable,False,only 1 usable videos (< 15)
officer,officer,1,unavailable,False,only 1 usable videos (< 15)
cohesive,cohesive,1,unavailable,False,only 1 usable videos (< 15)
coherent,coherent,1,unavailable,False,only 1 usable videos (< 15)
coffee rust,coffee rust,1,unavailable,False,only 1 usable videos (< 15)
opaque,opaque,1,unavailable,False,only 1 usable videos (< 15)
only,only,1,unavailable,False,only 1 usable videos (< 15)
online shopping,online shopping,1,unavailable,False,only 1 usable videos (< 15)
online editing,online editing,1,unavailable,False,only 1 usable videos (< 15)
online banking,online banking,1,unavailable,False,only 1 usable videos (< 15)
oneplus mobile,oneplus mobile,1,unavailable,False,only 1 usable videos (< 15)
one lakh,one lakh,1,unavailable,False,only 1 usable videos (< 15)
one crore,one crore,1,unavailable,False,only 1 usable videos (< 15)
one and a half hours,one and a half hours,1,unavailable,False,only 1 usable videos (< 15)
one,one,1,unavailable,False,only 1 usable videos (< 15)
once,once,1,unavailable,False,only 1 usable videos (< 15)
on the basis of use of pond,on the basis of use of pond,1,unavailable,False,only 1 usable videos (< 15)
on the basis of propagation,on the basis of propagation,1,unavailable,False,only 1 usable videos (< 15)
optical fiber cable,optical fiber cable,1,unavailable,False,only 1 usable videos (< 15)
optical character recognition,optical character recognition,1,unavailable,False,only 1 usable videos (< 15)
opposite,opposite,1,unavailable,False,only 1 usable videos (< 15)
opportunity,opportunity,1,unavailable,False,only 1 usable videos (< 15)
oppo mobile,oppo mobile,1,unavailable,False,only 1 usable videos (< 15)
operate an account,operate an account,1,unavailable,False,only 1 usable videos (< 15)
opening balance,opening balance,1,unavailable,False,only 1 usable videos (< 15)
open dated,open dated,1,unavailable,False,only 1 usable videos (< 15)
open circuit,open circuit,1,unavailable,False,only 1 usable videos (< 15)
open belt drive,open belt drive,1,unavailable,False,only 1 usable videos (< 15)
column,column,1,unavailable,False,only 1 usable videos (< 15)
coloured follage shrubs,coloured follage shrubs,1,unavailable,False,only 1 usable videos (< 15)
colour filter,colour filter,1,unavailable,False,only 1 usable videos (< 15)
colombia,colombia,1,unavailable,False,only 1 usable videos (< 15)
colllsion,colllsion,1,unavailable,False,only 1 usable videos (< 15)
cold drink,cold drink,1,unavailable,False,only 1 usable videos (< 15)
out,out,1,unavailable,False,only 1 usable videos (< 15)
ourselves,ourselves,1,unavailable,False,only 1 usable videos (< 15)
ostrich,ostrich,1,unavailable,False,only 1 usable videos (< 15)
osmosis,osmosis,1,unavailable,False,only 1 usable videos (< 15)
osclllatory motion,osclllatory motion,1,unavailable,False,only 1 usable videos (< 15)
oscillator,oscillator,1,unavailable,False,only 1 usable videos (< 15)
oscillation,oscillation,1,unavailable,False,only 1 usable videos (< 15)
ornithology,ornithology,1,unavailable,False,only 1 usable videos (< 15)
ornaments,ornaments,1,unavailable,False,only 1 usable videos (< 15)
orissa,orissa,1,unavailable,False,only 1 usable videos (< 15)
oriental bank of commerce,oriental bank of commerce,1,unavailable,False,only 1 usable videos (< 15)
organization,organization,1,unavailable,False,only 1 usable videos (< 15)
order standing,order standing,1,unavailable,False,only 1 usable videos (< 15)
orbit,orbit,1,unavailable,False,only 1 usable videos (< 15)
opuntia,opuntia,1,unavailable,False,only 1 usable videos (< 15)
