uid,gloss,duration,category
Wp4jKO4IYgU_1,wednesday,5,time
WpleZf7o6Gc_1,welcome,6,greeting
WqC9XaIJz8w_1,tabala,6,sound
WqPLcJouptA_2,longitudinal wave,11,geography
WqWsOMVE56M_1,relative,11,relation
WrkOKBm3ALI_1,china,7,geography
Wro4Idj6K5s,crow bar,5,machine
WuGMN12WHWc_1,negogiable instrumemts,10,instrument
WuKSQ-_M1aI,rat,4,flora and fauna
WuoR5g21H1Q,kannada,8,language
Wv59G4v5X2Y,colour,3,colour
WviZ3J-pPPI_1,working capital,8,banking
WwD4gB4M3XA_2,real image,8,physics
WwL2FQcTAlg_1,kitchen,7,foods and drinks
WwlvxaeHNGI,video call,5,internet
WxIEetxTkzk,urdu,3,language
WzQaqtHXGOc,waveform,4,physics
WzjR1buH7o8,learn,6,action
X-yEakgxzbs,kali mata,4,religious
X0wavLbnBUU_1,sunset,7,event
X1g2HV45ghU,fish as a human food,9,foods and drinks
X2LpR5Hc7YE,air matress,8,utility item
X2PsOJ4GaNY,next,4,time
X2zPMYXfVkI_1,bright,8,attribute
X3SkopKJi5M_1,gujarat,6,geography
X3YXNM8tpD8,fryers,15,foods and drinks
X4AM6n6lNhw_1,password,9,computer
X4Vs1TVkNss,yahoo,3,internet
X5CuJTOY2g0,way,3,process
X6SdTvnlu94_1,soiled note,9,banking
X6V6ixAK0bI,inflammatory bowel disease,12,biology
X6ZfXYmVdZY,train,4,transport
X7cTwzYjoko,vertical scroll bar,13,computer
X7vnmMCdV48,hurdle race,4,sport
X8RjdHHXbCY_2,soldering flux,9,physics
X8_WnuAdIoE_1,bread,6,foods and drinks
X9PzLJ-yL6s_1,september,6,time
X9wanmhpROw_1,maturity,10,behavior
XAvOgSgdGDA,motorcycle,5,transport
XBDWMGgWI04_1,aluminium,8,metal and minerals
XCPgFzW3yUE_1,withdrawal slip,7,banking
XCYJTR2fzss_1,assembly,7,group
XCsc6GXwslU_1,april,6,time
XDNgMT4swe4,grow,8,time
XDO5mNV8P8o,abusive language,11,language
XDSaCZLa0o0,express train,6,transport
XE2bfzfoTro,golf,5,sport
XECPEZiJD4E_2,eliminate,7,action
XEKKQz2x4DE,dubai,5,geography
XEQsvpY65LY_1,ratification,7,legal
XFDOnLG4P7Y,shatabdi express,4,transport
XFG6tJjEar8,lie,4,action
XHJhdPI69bU_1,bend,5,action
XI4MKE3j4no,communicate,4,process
XIKz5RlhRZU,button placket,5,wearable
XJlP6BgrAow,san serif,12,abstract
XJmhK6SxaMQ,mugshot,12,legal
XMtMf2GRxxk,translator,4,electronic and electrical
XNwWFLtgL8I,singer,5,profession
XNzRI_vkkxM_1,banian,7,wearable
XOHJjemMcW8_2,rapidly,8,time
XOqFl-yg95M_2,white,9,abstract
XP1X2toQb3s,common,5,abstract
XQgxYpjO6jU_2,muitimeter,10,instrument
XR2EElHLeWE_2,heat,8,physics
XR_LQZfd3F8,bishop sleeve,7,wearable
XRo4L75knlY,postman,4,profession
XSg7UigBYwY_1,bus conductor,7,human
XSz3T7I9Fbg_1,leave study,8,profession
XT42tl2wl_4,general,4,abstract
XT4QvSmPJRQ_1,unearned,8,banking
XTZcfTHZlW0,haryana,5,geography
XUmgkiZM4JI_1,earth,8,geography
XV9orqztWis,bank branch code,7,banking
XVlUiV0aFOM_1,inspection,8,authority
XVoGUfRZqHo,electrician,5,profession
XVyV9wkauSw_1,outstanding report,9,readable
XWvuOZR3KRY_1,unavoidable,8,abstract
XWwz6oS8uz8,diarrhea,5,medical
XYVygMJqlTQ,suspect,6,legal
XYfVG8GNe4E_1,funeral,9,event
XYyZ0xYVA6I,pakistan,3,geography
X_tu5xG4icY_1,lighthouse,8,construction
XaifQVBtgpw_1,axe,7,instrument
XalS8Nhpxy8,sim card,4,utility item
XbKXIrsb2Sw,boolean,12,math
XbKePH5Af7I_1,court,6,legal
Xbglx4_9h88,iceland,4,geography
Xbumrid_U8k_1,routine,8,action
XcQTq6tBNeE_1,communicate,6,process
Xca-yzLOWRU,close,13,action
XclyR8ijJbo_1,running account,10,banking
XdGYd0-mOy8,unlimited,5,quantity
XdNhZENdMvM,shoot,4,action
XdhGx06dlAI,relative,8,relation
Xds_c4kK0UQ_2,pollution,7,geography
XeV_Qqks978,unlawful,5,legal
Xf0NPEArdgY,equal,4,metric
XfXW-x1C4Es_1,hip,6,biology
XgbPX-5ddNM,surprised,4,behavior
XggUmMB_05c_1,arm,8,biology
XgnLpUYDvoE,geodetic surveying,14,education
XhewfEcC070,innovate,8,action
XhiIueAytF4,stomach,4,biology
XhxvdfUYX1E_1,last pay certificate,10,banking
XirShDs3mK8_1,punjab,8,geography
Xj4aXWm1Ivk,hack saw frame,8,instrument
XjXXmj-9kFE,virus,6,medical
Xjnz65u4rsc_1,cash credit key,10,banking
Xl-YVIaxrFE_2,vacation,9,event
XlHIH3wgbr4_1,thorn,6,miscellaneous object
Xlo5HX0NVO0,tool box,9,instrument
Xlq9pRiAwLA_1,towards,6,relation
XnTZYBLuwos,classification according to parts used for crop,15,action
XnkB49W7JEI,humble,4,sensation
XpQ4QGeNsGM_1,angry,7,emotion
XpYDSeC0hTA_1,poision,5,medical
XqH46D16YDI_1,tea,5,foods and drinks
XqcaXXg2ncs,flatulence,10,human
XqqYCaMA1oM,damp proofing material,13,substance
Xqqb4UhRPMI_1,underwriter,9,banking
Xr1SEUip10E,reception,5,behavior
Xt6ujzVtikU_2,change in temperature,9,chemistry
Xu7Bjpz-ZRs,receive,4,action
Xu87pjWy-zY_1,varanasi,5,geography
XunH_PEln9Y,piece,7,miscellaneous object
XvUEpKDeies,owner,5,human
XvtQ_hOFO8E_1,dream,6,behavior
Xvw_2UBBL30_2,known loss,8,banking
Xw90mtR4Z7c_2,capacitor,8,electronic and electrical
XwQxJ5FXoQ8,may,5,time
XxRvBiQEf1s,arunachal pradesh,5,geography
XyDptoi7dw4,flower for exhibition,13,flora and fauna
XzFGTYxVrW0_2,extermal combustion engine,11,machine
XzRvTWXXufk,vivekananda rock memorial,7,construction
XzUB9q5Buyw_1,sick,7,medical
Y0-DjFLQcLw,jam,6,foods and drinks
Y0G5Sqs-lYw,librarian,4,profession
Y0JhQ12-JVE,negligent,4,quality
Y0ObDf8ZmJ0,enjoy,6,action
Y1KyjzkkP4E_1,of,6,language
Y1_xQfLPThU_1,provision,8,action
Y1qTt6mL5ck,world federation of the deaf,4,organisation
Y1sJK9C1Y14,change of venue,11,action
Y2uzoxP4eZc,central processing unit,11,computer
Y638xpGVl88_1,copy,6,action
Y66DFt19PyE,student,3,profession
Y6FhOnbO6UI_1,thursday,6,time
Y7Smdq0HgqY,choking,14,medical
Y7eYIdnqRSU,pumpkin,4,foods and drinks
Y8X09M_jMsI,sunrise,5,event
Y9MkvKtXngo,decade,5,time
YAn2NmtqmkU_1,climb up,6,action
YCnpEJTrtb4,older sister,3,relation
YCunYHD0SVY,lawyer,4,legal
YCuxJLH5fK0_2,refinance,7,banking
YDCikAndHLU_1,wife,10,relation
YEHQWC5VjX4_2,light,8,physics
YELxiOno-Q4_1,income,8,banking
YF6c_Lb35ng_1,housefly,6,flora and fauna
YF72FhOc8B8_1,tall,6,attribute
YFFVY9bYiW8,mizoram,5,geography
YFl0dGwRwYo,property,7,banking
YFrtVUeFoe4,peril,4,abstract
YGISt7qQBCw,catalogue,9,utility item
YGPgejLrILM,date,6,time
YGog5xq4SiQ_1,corruption,7,legal
YHRvUilX5yc_1,incharge,10,authority
YHd3THK5M-w,paint,6,computer
YHl7zDSdzVE,javelin throw,3,sport
YIns3vxfhnk,masculine,4,behavior
YJTInZmt8eE,brick masonry,7,construction
YKFHr8y6YRI,metal,5,metal and minerals
YKeS_ZBqjUs,lantana camera,14,flora and fauna
YKnnyhESBww_1,kurta,6,wearable
YL4WDUU1nNU_1,nepal,7,geography
YMao9qfTNDs,herniated intervertebral,14,biology
YMsS8QIdWM0,tuesday,3,time
YMuk_8H4EWM,madhya pradesh,4,geography
YMzAv4AKiZI_1,responsible,7,behavior
YOouxgzRLPY_1,ant,6,flora and fauna
YP8kV_QxB5k_1,hyderabad,6,geography
YPnTIhCizr0,rainbow,5,weather
YQONdUfXS78_1,local,10,spatial position
YQcpKDKzhIQ_1,bad,8,quality
YQd_WV8xzI4_1,minor,9,behavior
YQflbkaOx2g,table,4,utility item
YRCrJpcwteg_1,january,6,time
YRc3fxOAnOg,hungary,3,geography
YRlUUOC7_-0_1,partnership,10,relation
YSKXGgR-m4Y_1,visit,6,action
YSgIm4RE1E4_1,soap,7,utility item
YT1x1wgyjLQ_1,tiffin box,6,foods and drinks
YT3NbB5D_AU_1,sue,10,action
YT73Lh88yeE,waste,4,abstract
YVKW4zFBxRs_1,wednesday,5,time
YVRYl6f1f_0_1,experiment,7,process
YW5naaaX4ag_1,tight,6,quality
YXM8FEEsI_A,conference,6,group
YYJ96CO6dt0,slippers,4,wearable
YYMy75KpmJk,sweat,6,biology
YZNxu9uehxA_1,land revenue,10,banking
Y_T9AimBaqk_1,wastage,6,abstract
YbaTI-fVR9c,salary,4,banking
Yc0Mx7DJ_Io,your,3,relation
YcSno6m_WPQ_1,inauguaration,7,event
YcTowX_Es6E,banana tree,6,flora and fauna
YewyTxkCShU,lawn,8,construction
Yf38Dy5zOF4,coconut,4,foods and drinks
YfCkx2qZd10_1,bake,7,foods and drinks
YfPizjRLLBk_1,nail polish,7,utility item
YfbeV360wAA,kajal,4,utility item
YgZcsvejUF0,sixteen,4,quantity
Ygj0IRouWKg,wash,3,action
YhHAI3h-Pno,phone,6,electronic and electrical
YhVonZ8wM4s,reservation,5,group
Yic2UpwFlV0_1,maximum,9,quantity
Yipdqci-cG4,speak,3,action
Yiu0Yd9fSk8_1,boy,8,human
YjFFLGIxdsw,indian national congress,3,politics
Yk2bJx0XDKk,corn,14,foods and drinks
YkB8oNd9yWk_1,insult,6,action
YkczyHs5RyA,deer,4,flora and fauna
YkjhmBTDRSE,surface erosion,10,geography
Ykt6OXbw1q0,blue,6,quality
Ykv_2L4-7RY,accident,5,event
YlpdAUskBYI,protect,5,action
YnAajpsmDmk_1,cloth,8,wearable
YnKRMSyKkJk_1,chapathi,6,foods and drinks
YnZWnAEfIPw,round,4,math
YnmUSF3cQCA_1,minister,7,authority
YoqthDSpmXU,show,4,action
Yp-T6g3cBAU_1,rectangle,11,math
Ypycm97DvfI,paragraph,6,language
Yrzxd9xMdf4_1,manual of instruction,9,readable
YsHiDhGbv0Q,nepal,5,geography
YscdSP4txHA,gang box,9,utility item
Ystk7l_FXfM,specialist,5,profession
YtiMW5yuGp0,pass,6,abstract
YtxxtvSqLN0,button loop,10,wearable
Yu6K4sXguXs_1,fruits,7,foods and drinks
YufUJ48avIM,all india federation of the deaf,4,organisation
YuqMoY_OqRg,printer,5,instrument
Yv8NF6YIl10_1,stone,7,metal and minerals
YwFKOE6S4C0_1,bogie,9,transport
YwR00ZeFcQY_1,mother,8,relation
Yws2a_L3P5k,top,4,comparator
Ywv9sPO2h8U_1,shipping order,9,process
Yx69VxUEjg4_1,expansion,8,quantity
Yympd7Zsia4,visa,4,legal
Yz4vZ5ALDfw,thank you,3,gesture
Yz6em7jgxK0,weak,4,quality
YzE81xCkrbs_1,premature,10,attribute
YzFnEXBbgqk,railway station,6,transport
YzFnEXBbgqk_1,railway station,6,transport
YzMaVzYqmoI,cutlery,7,foods and drinks
Z-WSsu6coz0_1,specimen signature,11,attribute
Z-eYQ41xjss_1,auditorium,7,construction
Z1QjMt7Nv8g_1,neighbour,11,human
Z1du80pIIo0,brochure,5,readable
Z1rwaj311WE_1,need,6,abstract
Z3CJVJpzaio_1,keeper,10,human
Z3vKfnZktzo,parking,6,transport
Z40K5gHMTUI_1,transfer,6,action
Z45tFt5f02s_1,more,6,quantity
Z57OPDQI-AM_2,transverse wave,10,physics
Z6JNDTUxfUc,grey,8,colour
Z6tnoY_mWJI,ahmedabad,5,geography
Z7IcqSuMStI_1,silver,7,metal and minerals
Z7SDxmGugRY_2,stretch,9,action
Z7eSedTdh8o_1,lock,8,machine
Z7rp2PsMEnM_1,flat,6,attribute
Z8s8vMx7whQ_1,andhra pradesh,7,geography
Z90_kV0h1d8_1,re sale,6,banking
Z9fW5tpQOYY,lake,8,geography
ZA9VMWZGtLw_1,socks,7,wearable
ZAVbHxqvcZM,projector,4,instrument
ZAXYZbQjJd8,official,3,legal
ZBUU3_QSSZ0,ant,6,flora and fauna
ZBUU3_QSSZ0_1,ant,6,flora and fauna
ZD4iPTVebqg,flowering hedges,10,flora and fauna
ZE26UZXyMDs_1,laddu,5,foods and drinks
ZEGaQMAZwgE_2,vision,7,abstract
ZEOITP9Urts,goat,6,flora and fauna
ZES6f5bu19M,jantar mantar,5,geography
ZGH9wRwlXSA_1,leg,9,biology
ZGZMh2l-Kro_1,upper age limit,9,time
ZH6w06bHVJs,center  back,10,spatial position
ZHBeAUvAWFw_1,gram,6,metric
ZHn-DlqMC3c_1,deposit short,12,banking
ZIKWlQUff9c,there,3,geography
ZKrESO7NJkw,electrical leakage,10,physics
ZLBwSYUFhqk,resign,4,action
ZLMSgBfkRgc,lebanon,4,geography
ZLj7E6Q5ZUg_1,year to year,9,comparator
ZM0n1zjza48,trader,7,commerce
ZM95iphl6eM,chile,3,geography
ZQXv3lFCkp8_2,equation,8,math
ZQzqGalXdEU_1,raddish,7,foods and drinks
ZRb_4bhHAus_1,lunacy,9,attribute
ZRmC8bZ5OgY_1,notification,8,legal
ZSOCalqaCTw_1,east,6,spatial position
ZT-CEOMhqAI_1,planet,8,astronomical
ZT1KeYVFU3s,over,5,spatial position
ZTdHkUXOcHU_2,visible ray,8,physics
ZThUGVQhL08,umbrella,5,utility item
ZTyOfVeFBgA_2,sotar,8,astronomical
ZU74gADGVD4,practice,5,action
ZUL1-j2VL6w,technician,4,profession
ZW9M04OzRVU_1,owl,7,flora and fauna
ZWdAqWE-J3k,polite,5,attribute
ZY-WTPLbMZc,yourself,3,abstract
ZYzl-LchceU_1,lucknow,5,geography
ZZAKxP9xMSE_1,plastic,8,miscellaneous object
ZZtr21utYZU,cartidge,15,utility item
Z_LPvE-ICAw_1,near,6,spatial position
Z_M-x3Xb-7c_1,enemy,9,relation
Z_aF7Dndg5o,wrestling,4,sport
Za7gQoC8eaA_1,hospital,6,construction
ZaBfhzfL_II,long jump,4,sport
ZaNS5RUpBAM_1,jain,5,religious
ZanVx78hi-g_1,water,8,substance
Zb_TG66NcQM,libya,4,geography
Zbzwv7UaDLE_1,cholera,6,medical
Zc9o_U0ilpU,discount,6,banking
ZcKsHron__8,graders,10,education
ZcVzjZeVwj0,lock,4,machine
ZcxtRrRVHFE,request,4,action
ZePqDGIfLng_1,goat,6,flora and fauna
ZfEb14w8ZMk_1,housefly,6,flora and fauna
ZfvUujCbJR0,motorola,5,organisation
Zgmvl6IgXuY,amazon,4,organisation
Zgt1aed1imY,buddhism,4,religious
ZhM0Ej44-3A_1,poision,6,medical
ZhZN3BiLEqg_1,student,7,profession
Zj_vIX40c4U,internet,8,internet
ZjgpWHd9cyc_1,blue,9,quality
ZkswCQRgxvQ_1,tongue,6,biology
ZlECIvK4NRU,name,4,language
ZlEsSpNpRWc_1,tiger,5,flora and fauna
ZlHosNYMQwE,christianity,4,religious
ZmPkrJiAoGU,shock,4,behavior
ZmQb16XR9Uk,themselves,4,relation
ZmwQgw19ceU,lime paste,7,substance
Zn0fVlU7o9Y_1,note,6,banking
ZolqmXUbwIw_1,kangaroo,6,flora and fauna
Zr3LQ0FwcUM,victory,4,event
ZrPL-xKnDfk,degree,6,education
ZrRMVnEBilo_1,magnet,8,physics
Zrcq4sIJPH0_1,transaction,9,commerce
ZrzSxs277R8,bronchial tumors,10,medical
Zs0aCR0psKg_1,maximum,7,quantity
ZsQKzWzog3w,cylinder,5,utility item
ZsQM3Ip3WP4,oneplus mobile,4,electronic and electrical
ZtAKgVo5KFQ_2,property tax,6,banking
ZuEwvrlmnyw_1,thursday,6,time
ZuMVWIDZEQI_1,incentive,9,legal
ZuVsJQ_IKxc_1,balance outstanding,11,banking
ZwVF0XfVD7I,bath,5,action
ZxL9a3whvvo,tubelight,5,electronic and electrical
ZytQJwYWKuM_1,africa,7,geography
ZzvSRtMXoSA_1,garlic,7,foods and drinks
_-U30DSj-t0_2,plane,9,math
_16L9IQXOm8_1,around,6,spatial position
_1V-RYndk_o_1,bark,6,action
_1vtXVjFtg0_1,brittle,7,attribute
_2S9CpnbPLk_1,volcano,7,geography
_2TlWc7fctg,donald duck,5,entertainment
_45PKVEtIUE_1,clown,6,entertainment
_4oE2cTO6V4,blind stitch,14,wearable
_5-p1Ci-LQI,norway,4,geography
_5ISkq46e4U,volkswagen,5,organisation
_5yHq8UYB-8_1,throat,7,biology
_7E0eolOh4c,elevator,4,construction
_7G2Uzs6TTE_1,prescription,7,medical
_8BciHWrpOA,genuine,4,attribute
_8bxz4NREvk,prime location,12,spatial position
_9JUz_eRGKk_1,arrears,10,commerce
_9fyR8lD1Uo_2,zero correction,9,quantity
_BPtLQumNF4_1,radio,7,electronic and electrical
_C-VYAN3NP0_1,sly,7,attribute
_CKSfuSN8qY,test,5,education
_DzQr-7t3Wo,why,8,abstract
_Dzn4G-zY6Y,opuntia,12,biology
_FpLmutBgNQ_2,curvature,10,physics
_GG3jvZWj_4,chikoo,4,foods and drinks
_HPV8-2Xdx8,distance learning,6,education
_I7a-SaQTbQ_1,wound,8,medical
_J3ub2IKdWM,clauses,14,language
_JhAFFdTuQk,time table,5,time
_K6fZSaEvfY,idbi bank,6,organisation
_KD_lxiKv6o_1,overleaf,9,abstract
_KNZJg6KmXo_1,sharpener,5,utility item
_MQLjVv71vA_2,convex,12,physics
_MfSh3vAg-8_1,trunk,6,biology
_NCg6SOF43E,august,5,time
_NQG94L6Ook,some,4,quantity
_O0kLRn736A_1,belt,6,wearable
_OCCVPF3icI,buffalo,4,flora and fauna
_OVPsuqM4WA,axe,4,instrument
_P4bfLS4TnU,influenza flu,10,biology
_PagRKs0NVw_1,cosmetics,7,substance
_QKUHg7BOt0_1,model,7,behavior
_QuzEYjeK5o_1,task force,9,legal
_RUSSzoAwkI_1,grind,6,process
_SL5nKedSfM,defraud,5,banking
_UPbbNrJVTI,outer shell,13,substance
_VEDOuAOkwY_1,sweater,7,wearable
_VfAEWS3NIs_1,nose,8,biology
_VoVLROfTak_1,cash certificates,10,banking
_WJFCAKQNOk_2,particular,12,attribute
_XNGzuCEq_k_1,certificate,7,readable
_YZmHbnrcmM_2,air pollution,12,chemistry
_ZQRTRss6sY,parliament,4,legal
_Zk6T8osdEc,xylophone,5,sound
_Zqd_PC4zYs,order,4,action
__Rz2PaTB1c,malayalam,5,language
__cUle3-80c_2,copper wire,10,metal and minerals
_a81r3Cftzk,can,3,attribute
_buJuYv17y0_1,cupboard,9,utility item
_deTkHwvwhc,best,4,quality
_eYKufKYrnM,lumberjack,11,profession
_erfAmrdyIM,take a photo,6,action
_g40sO4Upvg,iraq,4,geography
_g4EWTEciww,milling cutter concave,8,instrument
_gSbFjpWY5c_1,serve,6,action
_gdCYZeEcTY,in the middle,5,spatial position
_guaVXmbJsE,bell sleeve,8,wearable
_hrzFsvu4iI_2,plane convex lens,10,physics
_idIz52QU2Y_1,country,7,geography
_jbbOFSVFyY,basil,6,flora and fauna
_k5G74jDhCE_1,present,7,time
_kI81r19zgI_1,hindu,6,religious
_l5aWVYPWik_1,stock book,10,banking
_lArEvKP43c,original,4,attribute
_lF0BZafFlw,belgium,3,geography
_mAt07ZKGeg,kolkata calcutta,5,geography
_mRzTYgtxCU_1,quantity,7,quantity
_mmkfKN0-dg,chipping,4,process
_n7v_yu-uiY_1,rotten,7,attribute
_ok_Ke5qnV8_2,temperature,8,weather
_otCOj9YmMs,drunk driving law,10,legal
_p5nn1S8iRE_1,blouse,7,wearable
_pDr9N-HtgQ_1,monthly return,10,banking
_prgaw9obbQ,wash,4,action
_pzmJOER_y8,ooty,7,geography
_qABLoRjm18_1,survey,10,process
_qWORH98SLc,person,3,human
_rEVVtT1I44,she,4,abstract
_rHStCQCPno,wedding,3,event
_rguUTHtPkg,next,3,time
_sBMoMv15aQ_1,mortgage,10,banking
_sL5FydI-Is,slow,4,attribute
_tx2iiQNlZs,earthquake,4,event
_u5BpyWgd2k,promote,5,action
_uvEsXwbAKw_2,biomass,8,biology
_v0ZCfpOs8c,crops,15,flora and fauna
_vlN9I_YSG8,united nations convention on the rights of persons with disabilities uncrpd,4,organisation
_vpJKqAQ_u8_2,geyser,11,machine
_wR2epuH6m8_1,reconciliation,6,relation
_yuawBKn9O0_1,february,6,time
_z-Ry3er2_k,blood,5,biology
_zIhoXYpQfQ,folder,11,utility item
a1Nj8ScIhho,rani of jhansi,4,human
a1T4s6FhcSE,clear,5,attribute
a1Zz3eyS0yE_1,start,6,stage
a2YWHdD5gKk_1,big,6,attribute
a3ZwnyHdlGI,cage,6,construction
a3qDF39okh0,citrus vulgaris,13,foods and drinks
a4PC3Klb_OA_1,jalpur,6,geography
a5kEZgbaT7w,i understand,5,action
a6CyJGTNsG8,duronto express,5,transport
a7LNu3_mPAo,sarong skirt,8,wearable
a7gXYwtf0aM,rainbow,6,weather
a7hNqWODhnU,fingerprints,12,human
a7kvbMiKkuQ_1,strike,7,process
a8cDfDvCcxw,cockroach,7,flora and fauna
a8g9AMsHvlI_1,friday,5,time
a8w3qeRPwp8_1,yesterday,7,time
a8wk12Rfkac_1,west indies,7,geography
a9th81iiE2M_2,year,9,time
a9xB9EN33FY,mineral matter,11,geography
aAOnQ9s6SlM_1,financial year,11,banking
aBFl_E3z3m0,flounce  hem,15,wearable
aBWOTIxuGus,mysuru,6,geography
aCSZ-jr5Y_o,shallow,5,attribute
aCaG3G4PAkQ,bedroom,4,construction
aD03ngrTQoI_1,goat,7,flora and fauna
aECrxESTDUM_1,percentage,7,math
aF30g7ajjas_1,turn,6,action
aF7X0ClwZVg,diet,11,foods and drinks
aFGQehtPlPc,disease,7,biology
aFOyoIR4gqw,split pulley,14,machine
aFbn0Bm9MCQ_1,special,5,attribute
aFelqRyZOM4,sphere,7,abstract
aGRreliJps4_1,pillow,8,utility item
aH6ce_mquBY_1,advance,11,banking
aHhWeircCv4,thiruvananthapuram,4,geography
aHmj7r_Ts70_1,crocodile,6,flora and fauna
aI58FdiAz7Y_1,travel,7,action
aIJKbhWx3So,under the weather,12,medical
aIYmSF72Yk4,mistake,3,abstract
aJI0l51wGGM_1,dubai,6,geography
aJeKWqpMr7Y_2,glass stab,10,substance
aJkcfI5vUd4_1,parent branch,9,organisation
aJvkIV-8Q9A,promise,5,action
aKKqKv1FFrU_1,expert,9,attribute
aK_immPV5TM,statistics,5,math
aKd7QTNB4IU_1,wife,9,relation
aLFLtt_Hy5Q_2,parallel circuit,14,physics
aL_AGq7MxBk_1,visual aid,6,banking
aMQeupEDGOw_1,repair,7,action
aMs5U3qDEJ4_1,towel,6,utility item
aNthcGq-FqI_1,vacancy,8,abstract
aO1B2sAfigI,again,4,time
aO7Pmus6yEE,month,5,time
aOR-2KDf9pA_2,concave,12,physics
aQ6GM2E-3-k,internet disconnection,5,internet
aQEJlg8RhXQ,good,4,quality
aQHSHQkL47I_1,sunday,5,time
aQT4jI0jMWc,separate,4,action
aQpVV49PF98_1,catch,6,action
aRGwbWv6law_1,neighbour,10,human
aRMlrpN0MzU_1,up,5,spatial position
aS2e07FE2uw,jew,6,religious
aSHLJIU6ZeE_1,sandwitch,6,foods and drinks
aTHCIoGVi0k,judgement,10,action
aTbpGKnMdv8,reduce,5,action
aTk3A6yTmIA_2,quantity,8,quantity
aTp3Y4ABxB4,sling bag,5,wearable
aVXHUzd1cW4,while,4,abstract
aVxK8yw7z7I,paste,5,action
aW1uRjayEEQ_1,amendments,9,legal
aW8jBRmN24M_1,tour,9,event
aWlh04N3DzA_1,handkerchief,6,utility item
aXHoCMyVez8,juliet sleeve,7,wearable
aXX2ysgHZTA,east,5,spatial position
aXvpcfjK7Sg,officer in charge of jail,13,profession
aYQ97trsr6k_1,celebrate,6,event
aYbsN9GG3kY_1,actor,8,profession
aYjNOmE73zE,flat gardens,11,geography
aYpR1Gsa0_U,christmas,3,event
a_5rkFrzauo_1,examination,7,education
a_yFlzuJ7oY_1,sundry,7,quality
aawUzeSXJpU,handle,10,utility item
abmY621VQCw_1,smell,7,sensation
abz1iHHIktI_1,ledger balance,11,banking
acdKVU7bbhw,appointment,4,action
ae55QOIEGEk_1,operate an account,10,banking
ae7r5dnrG34,austria,3,geography
aeJSYb8CmS8_2,troughs,14,physics
aePcBtCpcPA,road separator,7,transport
aeaHJYnML2E_1,corresponding branch,10,banking
afB8ioKoVh8_1,shortage,9,banking
afZNvfwjxEA_1,vendee,7,human
ag8J-3yc7PE,engineering scale,13,instrument
ahUSb4o3pKw,culottes,9,wearable
aj736kmw3Pw_1,escape,6,action
ajczOXxcx_s,mouth parts,12,biology
ak5WS3_FBv8_1,fisher man,7,profession
akYhM0X2Udc_1,start,5,stage
alvjMQjm1pM,personal,4,relation
alyadcV43G8_1,item,11,utility item
amB7PkF8fWQ,serial tv,5,entertainment
amBz3VzA608_1,cheque,6,banking
amQEVitOUn4_1,right,6,abstract
amb6frWEiDU,ministry of social justice and empowerment,4,authority
amhLPtOfjgw_1,sari,6,wearable
aodgodCQNX8,palazo pants,10,wearable
aoicBWQGk0Y,claw hammer,6,instrument
ap3r07toNRc_1,count,7,metric
apPABUUQDLA_1,leave earned,10,profession
apdZVZdwz54,ban,4,action
aqym4tojhqQ_1,dividend,8,math
araXKMU7R4g,cif number,8,legal
at2bDwxeV3c,tight,5,quality
atIObXII22k,opposition,2,action
atyCov9u9no,jail,5,construction
aunVG5Ddwrc_1,sink,6,process
autuHm9_jWo,throw,3,action
ava3Ux-MDDE_1,encashment,10,banking
avpSF2ZHlc0_1,wolf,6,flora and fauna
avuibTenovU_2,equator,11,geography
ax5vPQQRVRE_1,cancer,8,medical
axEFBCXFyt8_1,paise,5,banking
ay7OzoG5fk8,tax,5,legal
ay96dkDBYMs,ms excel,10,computer
azP0G1dB1KY_1,roof,7,construction
b-Oi5Oa5TIA,message,4,readable
b0-O_EoAR7c_1,order,5,action
b00DR5Ly-Y0_1,head of income,9,banking
b00epXFNL5U,atm,4,banking
b03dkzGkDV4_1,whose,6,abstract
b0zVJUx-H0Y_1,curds,5,foods and drinks
b1Cbwx9LrQM_1,short,6,quality
b1kVeCRjm1M,patna,6,geography
b23vl51AH4U,tamarix gallica,13,flora and fauna
b2hjMDOnYnw_1,hardworking,8,behavior
b4ki5taIk0s_1,wipe,7,action
b4ywpRBTw4o,log off,7,group
b5R9Ubu8bw4,sunflower,5,flora and fauna
b5pF8YU_ILs,policeman,5,profession
b67oA7lAXi0_2,soldering lead,9,process
b6mge7fT8p4_1,worry,6,emotion
b7EQniqN7rs_1,now,6,time
b7U7TWlmbOs_1,trustee,8,human
b7Y145D3Gi4_1,trunk,6,biology
b8BlqEQCtiY_2,notice,10,legal
b8ZOlo8oXbQ_2,joule,9,metric
b8uuqEIu8Ag,pencil,4,utility item
b8z6CTJw-TI,contest,5,event
b9Ad8smAqhs,zigzag,8,attribute
b9W1y77hDSc,way,4,process
b9_2HxUsi0s,super computer,11,computer
bA7mLrTdy60,district court,13,legal
bBzWwcYyMK8_2,filter pump,11,instrument
bC7wNuiLgHI_1,machine,6,machine
bC9ZZ5izJPk,agra,5,geography
bCXEgYMuyQU_1,banian,7,wearable
bCm6R9JGBvA_1,motor,6,electronic and electrical
bD4GIT0wuRE_1,dhothi,7,wearable
bDA6y9S2bb4,hard,4,quality
bDOUOr8c5EM_1,account suspence,13,banking
bEe0Ch0biSU_2,litre,7,metric
bEgGF4YuHm0,theatre,4,construction
