uid,gloss,duration,category
AKpYk0-0v8s_1,drawing,10.0,action
ALdikJXEJtc,club,4.0,organisation
ALw4b7WFOR4_1,waste,6.0,abstract
AMSxEvyhESk,professor,5.0,profession
ANfL9O6wy4Y,two days after,3.0,time
ANgOOb951fE_1,words and figures,8.0,language
ANxPvptCW6w_1,punjabi,7.0,language
AO9vAsL-gXg,masonry bit,14.0,instrument
AQ_ba6r2-YM,carpenter,4.0,profession
ARS_u1Op3gw,types of water garden,11.0,flora and fauna
ARSm5la19W4_1,maharastra,7.0,geography
AUnzt1FRoRk,qualification,4.0,abstract
AUqBZl760Lg_1,principal,7.0,authority
AV6KYwLsbfY,infanticide,13.0,action
AVjyszuck8E,freeze,3.0,process
AWMcypBB9WY_1,ring,6.0,miscellaneous object
AX7RoHSCLPk_1,jesus,5.0,religious
AXzNbOMMZ6Y,bodice,7.0,wearable
AY5ZDfd57vc,pen drive,5.0,electronic and electrical
AYTEzWH7BYY,assistant professor,5.0,profession
AZ71WPBDNuM,format,15.0,attribute
AZBsekRB7zY_1,track,8.0,construction
A_ghucv_daw,panic,5.0,emotion
Aa8BKFLPRYs_1,bite,7.0,action
AaHFB_q7AO0,headache,4.0,biology
AaHmdX-mi5s,costa rica,4.0,geography
Aahly6_Ya3w_1,in front of,6.0,spatial position
AbYawF3ki0k_1,discover,8.0,process
AcAbORUCKbM,lines and pins,15.0,utility item
AclEDgleQ6M,variable,10.0,math
AdV7Zn6p0yg_1,snake,6.0,flora and fauna
Adn8_szuH5A,select,4.0,action
AectM0u3HLI_1,ahemedabad,6.0,geography
Aeq2jo3tSdA,topic,4.0,attribute
AfzXlh8OgnI,promote,5.0,action
AgAIB4T8Z04,tiles cutter,15.0,instrument
AgB-ICcX7Fg,egypt,3.0,geography
Ah8zB8BQYek,take a bath,5.0,action
AhDjpH0xZAU,nineteen,4.0,math
Ai8GHDxnOzE_2,clinical thermometer,10.0,medical
AjWZkexuKVI_2,action,8.0,action
AkDOjtOtGGA_1,holi,6.0,event
AkY2zmS18v0,kidney disease,6.0,biology
AmbZ5vym81g_1,blow,6.0,action
AnzLnEIXCI4_1,lake,10.0,geography
Ap36VoRZatU,neck band,6.0,utility item
ApkQwiV28bY,cajanus inducus,11.0,foods and drinks
Aq_A-TmNfwk,delegation,13.0,organisation
ArXzUJR5Vic,salyx tetra sperma,13.0,biology
ArcfZOVJyc4,carrom,3.0,sport
ArrUPiaqzHA,license,5.0,legal
AuCxXmjvztU,drug abuse and addiction,9.0,stage
AuTgOkqjmKs,pick axe,4.0,instrument
Aup_XGd3EqQ,roofing tiles,6.0,utility item
AwsLVn18lwo_2,least count,8.0,metric
AygZ8ATgf_c,vaishno devi,6.0,religious
AzOpSq_iZCo_1,complain,6.0,process
AzVqMQPhOWI_1,we,5.0,group
B0JKoyG_q0g,eyebrow,5.0,biology
B0eoeNCs3RI_1,add,7.0,math
B0wM7GT2PKU_2,formula,8.0,math
B2eH7OwcKQ0,relay race,5.0,event
B34E37rWGWA_1,term technical,10.0,banking
B34fwmoOvvI_1,false,6.0,abstract
B3ViGdozfp4,kidnap,4.0,group
B4Anc1i1S1E,software developer,11.0,profession
B4_sWGyQgrA,maths,3.0,math
B5Qtp_-1gmo_1,liquor,6.0,substance
B6UQh9WuYAY,once,4.0,math
B6XbxlOZXm4_1,discharge,9.0,action
B6dVHrpiFws,onion,4.0,foods and drinks
B71wV1k7n4M,pain,4.0,sensation
B9gcbXjMQwg_1,small coin depot,11.0,construction
BAuCEJ4uKgE,together,4.0,group
BCVSsSZSqm4,australia,5.0,geography
BD-PPGZahtU_1,loose,6.0,quality
BD6ADUnsyio_1,clock,8.0,utility item
BDSIilJRj-4,passbook printing machine,6.0,banking
BEBfzPkE3EY,tree,5.0,flora and fauna
BEEOC2ZXhsg,not,4.0,abstract
BFYTOi2N1w8,big,3.0,attribute
BGIG-XfX4BI,niece,4.0,relation
BGfcBh4woVU_1,fight,5.0,action
BI1IkyUrBT0,possible,4.0,attribute
BI57SSk_cGU,cartoon,4.0,entertainment
BIO33uNK_pY_1,bus stand,6.0,construction
BJ_XRbrwsk0_1,bear,6.0,flora and fauna
BJgvTIe5avM,shaving trimmer,6.0,utility item
BLazXqvPnKk,in,4.0,spatial position
BMKm42g0s08_2,mechanics,9.0,physics
BMsUiLpUFQQ_1,repairer,7.0,human
BMzjPIvzVfU,answer,3.0,action
BN8N3UwtL00,exclude,5.0,action
BNnUgdUKtf0,nagaland,4.0,geography
BPC5XCxTQDE_1,cremate,12.0,action
BPWGQ-KcisU_1,library,8.0,readable
BPXMuyXJai8_2,energy,11.0,physics
BQU7PK2GEw8,afghanistan,4.0,geography
BSJyINZgfWY,ball cricket,5.0,sport
BS_TcCb8q0s_1,bengali,6.0,language
BSztT4FmVvg,button down,5.0,action
BT9rDLe3e_8,shears,7.0,instrument
BTWoG55D4ns_2,fluid pressure,10.0,physics
BU67b7LtyE0,gujarati,3.0,geography
BUOXpYbLzTI_1,wide,6.0,attribute
BUt4lIrC0E8_1,slow,7.0,attribute
BUv48pwD90o,exam,6.0,education
BVtBleg0HgA,message video,5.0,internet
BVyAGCPGC9I,bacteria,5.0,biology
BWKieNmLY2c,beer,4.0,foods and drinks
BWWtThOnwkE,interest on savings account,7.0,banking
BX15HPM6TzE,interpret,4.0,action
BXw0xmFB8pQ_1,she,6.0,abstract
BYY1nIP7J-E,kali mata,5.0,religious
BYnUpQfk3Ts,five,5.0,math
BaDaIkw-dmQ,appearance,12.0,attribute
BauK2i6mmK4,younger sister,4.0,relation
Bc_Km33uz74,level,4.0,abstract
BdQCN4niLds,cooker,5.0,foods and drinks
BdxydPFxfAA,storm,6.0,weather
Bf2FG9YBics_1,mogra,7.0,flora and fauna
Bh9e-exemes_1,class room,7.0,education
BiqToLUGbec_2,spiral,12.0,abstract
Bir6ea5EZ1c,association of sign language interpreters,4.0,organisation
BkPmz2DBMEo,underground symptoms,12.0,medical
Bl_SheTtSt0,body,4.0,biology
BmNYiO_-qFU_1,mat,8.0,utility item
BnIXdnAD2EA_2,bimetallic,8.0,metal and minerals
BnRQjGF_dIc_1,those,5.0,relation
BnTXPFA6gHA_1,small pox,6.0,medical
Bo35LBOce64,wine,3.0,foods and drinks
BoTn3ZPqyjk_1,switch,6.0,electronic and electrical
BpDvz3q-6pU_1,learn,6.0,action
Bpg2wRBxGPI_1,terms of service,11.0,legal
BpheOwGP6ZE_2,east,8.0,spatial position
BqgTzj7IeZ0,bhubaneswar,4.0,geography
Bqq4Ir8T9Og_1,ratio,7.0,math
Br0rMI_5PzA_2,film,9.0,instrument
Brqv7-rpdTQ,teach,3.0,action
BtseOFOQ9j8,carnivorus fishes,12.0,flora and fauna
Bw8_jmAk28w_1,soft,7.0,quality
BxxS_OuUUv4_1,vault safe deposit,8.0,banking
BzQFZNqQVsc_1,flag,7.0,miscellaneous object
BzgPNh4W3GI_1,pillow,9.0,utility item
C-rIgD-yIvg,busy,6.0,behavior
C0UywICFPWw_1,wedding,7.0,event
C15CAFPqP9g_1,cockroach,7.0,flora and fauna
C201-UUFUDg,nationalist congress party,5.0,politics
C2FMG7QWfCo,avalanche,7.0,event
C34PxLKD8OM_1,toes,9.0,biology
C4B6Nezrmxw_2,original,9.0,attribute
C5DI23vAhYo_1,lion,6.0,flora and fauna
C5lKWeivlFY,youth association of the deaf india,3.0,organisation
C6NYbD05HIo,bank branch name,6.0,banking
C7tQarNFXJo_1,voluntarily,6.0,behavior
C9ZLmgNDV_Y,salman khan,4.0,human
CAKl640s6UE,reason,3.0,abstract
CBXCId8jHAA,teaser bull,14.0,medical
CBdApLFUzYs_1,far,6.0,spatial position
CBgYsD9T-uI_1,watch,8.0,action
CCLHQe8fETs_2,projectile motion,10.0,physics
CD7q4E7thng,true,4.0,abstract
CDd6olbtjWE,local,5.0,spatial position
CEiO3djH-zg_2,superposltion,9.0,physics
CEsvPmZQ7c4_1,slim,7.0,attribute
CGNDUJWk96I_2,positive error,9.0,math
CGWUtV3bpgc_1,kanpur,6.0,geography
CH_cyrmtUd0_1,mixer,6.0,machine
CHt94rpZVOI,vodafone,5.0,organisation
CKCqZpXdLU4_1,bridge,6.0,construction
CKRWnL9qBDo_1,hide,5.0,spatial position
CKkHv_YeHWU,corn,5.0,foods and drinks
CLjivq1wW6E,bile duct cancer,15.0,medical
CLxxQFQiTic,zip,4.0,utility item
CNIlm20ulSs_1,expensive,7.0,attribute
CNL5igD7Z9U_1,twins,9.0,biology
CNfxuVjZuh4_1,inch,6.0,metric
CNnZQINfB8E,college,6.0,education
CO-YipjVoj4_1,certificate,6.0,readable
COAl-bQOrFU_2,refractive index,10.0,physics
CPPp4bkc2M0,classification of hedges,11.0,action
CPitVthnjH4,love marriage,15.0,relation
CPzNAqruek8,post office,4.0,construction
CR2NKbXEI-A,rail road switch,7.0,transport
CTZLTOTcRtg_2,velocity,7.0,physics
CU60FAVcxnc_1,solicitor,9.0,profession
CUNH7UOyYGI_1,spider,6.0,flora and fauna
CXEDTo1PXCg,no,4.0,abstract
CXLZ3svHfGc,lace edge binding,9.0,process
CXOPG4pJxDI_1,hear,8.0,sound
CX_0sOJ8AiI_1,bus,6.0,transport
CXzmFPBwjzs_2,north pole,11.0,geography
CYE_fagx7yo_2,liquid fuels,11.0,substance
C_H7DeMnOQ8,abuttal,8.0,legal
C_HK0uWAt8I,november,5.0,time
C_VE9wu76So,potty,4.0,biology
C_VIItfSFdU,ewe,10.0,flora and fauna
C_pnntfY2qw,l square,7.0,instrument
CbscRBBGtT8,tractor,4.0,transport
Cc7VwcMMTqk,gas tractor,8.0,transport
CcsJ-D4YAMI_1,morning,7.0,time
Cd0f7fvtGTg,absent,5.0,abstract
Cdb8BFpFWqo,division,3.0,action
CeGVf78K8jg,anorak,8.0,wearable
CfFtNMRV6Y8_1,cap,6.0,wearable
CfNlpbflIQU,court hall,9.0,legal
CfRFZ0IFp3Y_2,thermometer,9.0,miscellaneous object
CgJ5_Y60Uu0_2,piston,9.0,miscellaneous object
CggX-rNVSxc_1,omit,6.0,action
Cgk-fX-KFhw,livelihood,5.0,abstract
Cgs1MibMXJ0,eat,4.0,action
Ci-i1-FzGTU,superfast express,6.0,transport
CjL55F1EpNk,contractual,6.0,legal
ClLC-JSUEq4,coloured follage shrubs,10.0,flora and fauna
ClxK5dEsoZk_1,abeyance,8.0,banking
CmAtK2kV6GY,pray,4.0,action
Cn1Q6q6XtMI,skiing,3.0,sport
CoA255C3aAU_2,inverse,9.0,math
CoKtBDPhPbg,self-reflect,5.0,attribute
CoMoRzQiKm8_1,coin,9.0,banking
Codai31kUpE_1,give,6.0,action
CowXY9IdbxA_2,uniform,8.0,quantity
CpYIKn7qaIY,left,4.0,spatial position
CpbiUt_BR3U,process,4.0,event
CqOegR2Dg14,dwarf ornamental hedges,14.0,flora and fauna
CqbFltbrM-s_1,lock,8.0,machine
CqilPDcjxRc,fly,4.0,flora and fauna
Cqtgx6BSkRk,umpire,5.0,human
CrKUKDtOtSw,foundation,10.0,construction
CsVqdOkFe4Y_1,pick,6.0,action
CtWGmhj6scQ_1,vehicles,7.0,transport
Ctij9uzbRTU,younger,4.0,comparator
Ctsn9y9OSCk,stationery,6.0,utility item
CuOhMZjaUS8_2,magnet,9.0,physics
CujxTrMxQEw_1,declaration,12.0,action
CvB9G9rAoNY,stuck,5.0,stage
CveKv8LNSOI_1,insult,6.0,action
CvkYlSWEfL4_2,simple  microscope,8.0,instrument
CvppYfpiXyM,wood plane,10.0,miscellaneous object
CwdQO_zlNyE,side mirror,6.0,utility item
CyV5-k-6JFk,mizoram,5.0,geography
CyY-qOh0k4U_1,account closing,14.0,banking
Cyn1WPoqLHM_1,town,6.0,geography
D-6BxGJ0ru8_1,wish,7.0,abstract
D-DoLPV-QRg_1,unlawful,7.0,legal
D12hlBiVjck,opposite,4.0,comparator
D19X5MhzZcE,english,3.0,language
D2Ayu0l7M78,tonic,4.0,substance
D2r4zIgoqkg,andhra pradesh,4.0,geography
D2w1j6MXK-s_2,hydrautic lift,12.0,machine
D3-jY-B3kFo,unix,7.0,computer
D38jZfxOtFs_1,europe,8.0,geography
D3MeXacclFw,breathalyzer test,12.0,medical
D3USBJo5zLA_1,introduce,6.0,action
D4mWoGRHBYc_1,disapproval,9.0,gesture
D5jXj8nf-Sg_1,spoil,7.0,action
D5ynpqL8HC4_1,multiply,7.0,math
D6MP5temHtg_1,chocolate,6.0,foods and drinks
D6jjiguTEmI_1,account profit and loss,15.0,banking
D7hi8QdSnq8,middle,4.0,comparator
D9ihUabRKIQ_2,green,8.0,colour
D9jI_HByl1Q,united arab emirates,4.0,geography
DAhaM4E1wSM,candle,6.0,utility item
DBMZ92qq6fY_1,bible,6.0,readable
DCH3d-S6BlI,endure,4.0,action
DCRybq5sYAA_1,winding up,7.0,action
DCjd5dJLuF4,zebra,5.0,flora and fauna
DD9K1ojKj_k,taj hotel,7.0,construction
DF_pD6nnqRk,monocotyledonae,11.0,flora and fauna
DG2hfDpWdMQ_1,good,7.0,quality
DHr0LlZd0cs_2,attraction,8.0,physics
DJzxcG2JLTA,experiment,6.0,process
DKuMCtyj8ik_2,infinity,8.0,math
DMDAXFRPJBs_1,rose,7.0,flora and fauna
DM_xL10khbo_1,skin,9.0,biology
DMaN0jUw3pU,pickle,7.0,foods and drinks
DMxZHUZ7u88_1,seat,6.0,utility item
DNF5QY7x2Lc_1,hardworking,8.0,behavior
DNP9-5px_mA,hook worm disease,9.0,biology
DNVOzTx47ew,gas lighter,5.0,utility item
DNk0c1RwBJ0_1,solve,7.0,action
DOHpEalcflo,podium,8.0,miscellaneous object
DPFh6Vtj8nY,indian sign language interpreters association,3.0,organisation
DPQ-TcGykDw_1,baby,9.0,stage
DPb0Ariw5Ic,event,5.0,event
DQZ8UEoRnUs_1,fool,6.0,behavior
DQg2gfZHQ_0,subdivision,5.0,authority
DQstNLzwuNg,concealment of identity,14.0,legal
DRvjyDqrHq4_1,floor,8.0,construction
DSL5R_AGIiU,computing,13.0,computer
DSpymhe73eM_1,seed,7.0,foods and drinks
DSr0qd_JY8w,india gate,6.0,construction
DTOsm_OuWLM,kindhearted,6.0,attribute
DTWS5Oy3kcY,maharashtra,4.0,geography
DU-O8ssmBHg_2,diagonal,10.0,math
DU-odPNLPio_1,attachment of property,13.0,banking
DV2QK-flhpc,absolve,12.0,legal
DVe5knz8gh8,triple,4.0,quantity
DXj1A4BNsQg,traffic,5.0,abstract
DY9ZAVPwT8o,stumps,5.0,sport
DZ55uUFJfTA_2,lunar eclipse,12.0,astronomical
DZ6eHdrXGC8,green hand,9.0,behavior
DbQXU9hA1AA_1,mix,6.0,process
DbWWsUmMXUA_1,banana,7.0,foods and drinks
DbfHSSkk3Ss,nail cutter,5.0,utility item
Dbz-hAaPPvg,chain surveying,9.0,metric
DcEY17TDRIw_1,aluminium,8.0,metal and minerals
DcJKQkC-JjY_1,transport,7.0,transport
DcRRjyNfFJs_1,destroy,6.0,action
DdEgmEhWnRA,parkinsonia aculeata,15.0,biology
Dg95uOLJogg_1,copper,9.0,metal and minerals
DgF0m14DBG0,to retailers,12.0,process
Dhg5hNpQxQU,tube well,11.0,construction
DhydZXrTFJ4_2,pentode,11.0,electronic and electrical
DjEe79bR1M4,sunset,5.0,event
DkjjHEZzsHE_1,husband,9.0,relation
DlLsAg0WL68_1,careful,7.0,attribute
Dom49pxvY-M_2,translation of motion,10.0,physics
DpoUiyIlk2k,forget,4.0,action
DqnTDIwMoFc,system of feeding poultry,13.0,organisation
Dr99eNeltzU,3g,3.0,internet
Ds0rhfDqBrM_1,profit,6.0,banking
DsIehsrzx7o,pizza,4.0,foods and drinks
DtVx1FUTYaA_2,sink,9.0,process
DtZFOZG8tTQ,stair tread,8.0,construction
DtdeOvkYLo4_1,egg,6.0,foods and drinks
Dteba6UR1uY,plastering,11.0,action
Dvpc0R8CfI0,quantity,4.0,quantity
DwUajipOhHY,motor,6.0,electronic and electrical
DwrOgyG1P7E_2,carburetor,7.0,machine
DxotcbkEnMY,general secretary,4.0,profession
Dy9J-D3RVDw_1,coimbatore,5.0,geography
DyoiyeHahko_1,small farmer,10.0,profession
Dz2avlvSTYQ_1,read,6.0,action
DzL4k1Vy3gc,sandwich,4.0,foods and drinks
DzyfpdJYBwg,profile levelling,14.0,physics
E1g2vckJJek_1,wheat,5.0,foods and drinks
E2-FY4q-Kbg,debate,5.0,action
E2FirzckC_U_1,weak,7.0,quality
E2GOvDBZhdI_1,resume,8.0,action
E2SKFVvnt0s,veteran,13.0,human
E3CEiwzCU94_1,conciliation,11.0,process
E3IAqXfMjWA,lassi,5.0,foods and drinks
E4A1ApJjUkE_1,main,9.0,quality
E4Kp5d5orgA_1,land improvement reform,10.0,legal
E4_sAfIiflQ,demand draft,6.0,banking
E4hL5jUFwCk,gloves,4.0,wearable
E5mWb7nGYmQ,vishnu,5.0,religious
E5teJWyr2rA,coach,6.0,sport
E6-Q2xXxUmc,varieties of mushroom,10.0,foods and drinks
E6XeodyBzYs_1,deed of sale,12.0,event
E6yxMBZEYhs,notify,3.0,action
E7ASHBd0kDs,canada,4.0,geography
E7okhzFRINQ_1,plate,7.0,utility item
E7upPuPpLIY_1,poor,7.0,abstract
E8uf2VM3KCo,get,4.0,action
E91cfQBn8_4_1,help,7.0,process
E93MkvU8Hs8,balcony garden,7.0,construction
E99L8qeeuVk_1,bench,6.0,utility item
EBdRrVvw25g_2,liquid,10.0,physics
EDW7RoRvZOg_2,minute,8.0,time
EDX7B93iM9k_1,hip,7.0,biology
ED_25-_F0MI,bookshelf,6.0,utility item
EDxRoZlrq5A_1,measles,7.0,biology
EE_BDdMNWTI_1,sector,10.0,math
EEn5WhsNLfA,minister,4.0,authority
EF3PXbHGGUM_1,yearly,8.0,time
EFBQAgXgXEk_1,sheet charge,9.0,legal
EFPl9sfDRkM,prefer,5.0,action
EGt1EA-YBNw,conclude,6.0,process
EHWONrQWsVE,baldness,8.0,attribute
EI3Z7yP6_JQ,my,3.0,language
EIS2HUEopZM_1,sweets,5.0,foods and drinks
EI_dA2lZLds_1,reasonable notice,7.0,legal
EJ0UG10b714,wise,4.0,attribute
EJF-HPyHiYE,post,4.0,action
EJo7NBj1Qx4,serial killer,10.0,human
EK6tORg211g_1,devil,5.0,religious
EKWgFRGdMwU,antartica,5.0,geography
EKZWNoQFQuw,palm tree,6.0,flora and fauna
EKp6wIukZRc,kilogram,8.0,metric
EL4UAMc2Kmc_2,circuit,10.0,physics
ELCvZrWheyk,initiative,8.0,behavior
ENY1YTTzKao_1,pepper,6.0,foods and drinks
EQ1yzB0YoPY,delegate west bengal,3.0,authority
EQMR3agty8g_1,bearer,10.0,banking
EQwPLL2v2bU,neck,4.0,biology
ERX99VRsSPA_1,walk,8.0,action
EVLxRwi3cNY_2,technoiogy,9.0,abstract
EVNgPUE-tys_1,milkman,6.0,profession
EVs45zQ6mTQ,on the basis of use of pond,15.0,biology
EW6ZzbkYD9g_1,penal interest,8.0,banking
EWDMPkRnEHI,radish,4.0,foods and drinks
EWPzum2d02w_1,curtain,9.0,utility item
EWUNJsze6aE,housefly,6.0,flora and fauna
EXEEDnScQ8g_1,shares redeemable,9.0,banking
EXJmDDFi-5g,door,4.0,construction
EXSLF0azSNs_2,number system,12.0,math
EXdh8IAeyUk_2,rotational motion,12.0,physics
EXoZ4SeF5as_1,then,7.0,time
EYWI_5mkrbc_1,free,7.0,behavior
EYcuu4ETc4Y,herpes,7.0,biology
EYhsfoO3_ME_1,shirt,7.0,wearable
EZ9S6g3CBzM,sweep,9.0,action
EZpZvb2wicY,okay,4.0,gesture
EZtR1UdIiBE,peru,4.0,geography
E_bwQ8SGo8w,foundation organization,7.0,organisation
Eakl221Gpsg,floppy disk,12.0,computer
EcCzQVbFiwE,support,5.0,action
EdGYkgo-nX0_1,authorised signature,10.0,authority
EekMLY_SxPo_1,in advance,9.0,time
EfIcGuRmc84,footage,11.0,computer
EgYYB3nHbyU_1,sum,8.0,math
EgeA95Yf9IQ,soil,6.0,geography
EgeuAsy-wmc_1,leak,7.0,process
EgnE1hPwGRs,manjira,6.0,sound
EhE2_Jd7F-o_2,weekly return,6.0,banking
EhErcUPHNgg_1,questions,5.0,abstract
Ehm9mwSc-JU_2,direction,11.0,geography
EkK_DEi9vog,mobile,4.0,electronic and electrical
EkaFWDZrh2E,spur,5.0,action
EkfwGwI4c6E,fast growing temporary hedges,12.0,flora and fauna
Ekmr93MXzCE,portugal,3.0,geography
EktuCHkw7Ss,shoot,4.0,action
ElXP4DjT3H8_1,friend,10.0,relation
En8MHpUgipg_1,recurring,6.0,abstract
EnH0HaNPtsc_1,horse cart,7.0,transport
EnILR2WEkzc,shoulder pads,13.0,utility item
EnNw43_8YjY_1,argue,6.0,behavior
EnyO2ToSA20_1,bat,6.0,sport
EopinjD2-4I_1,knowledge,6.0,abstract
Eoz8FUQDCKY_2,repulsive force,11.0,physics
Ep_W1M6FWe0_1,active,7.0,behavior
EpxAKEtJbdI,itself,3.0,language
EqGyUaKwRjg,virat kohli,4.0,human
EsvQpLP_28E,steel rack,10.0,utility item
EuU5L4V0jsA,flower for recreation,10.0,flora and fauna
EvZvymz1nRo,karate,3.0,sport
Evw-przGUxo_2,s.i unit,10.0,metric
EvwF_HCmPxY,lg mobile,5.0,organisation
EwbZoVWQ6II,religion,5.0,religious
EwcX2aXTmUQ,tulip sleeve,9.0,wearable
ExEPNAW_Zk4,swimming,5.0,process
Ey1sb2Mq-00_1,belt,6.0,wearable
EyHkbtQEH4w_2,west,8.0,spatial position
EzA7vpG_mnw,kitchen,6.0,foods and drinks
F-NlKJvZ17E_1,cover,6.0,action
F-aZRY9C6HY_2,osclllatory motion,12.0,physics
F-nZwpViPqM,perform,6.0,action
F0Yx7_4Ox0c,shine,4.0,attribute
F1AvK4jxMuA,nearly,5.0,attribute
F2SfSlbRkj0,sympathy,6.0,emotion
F2oFyH9CkpI,psychology,4.0,biology
F2qZXlYNo38_1,white collar job,9.0,profession
F3qQXP8EtRs,basic pay,9.0,banking
F6sn_h1Xea0,nice to meet you,4.0,greeting
F7s5GtLbtGE,tinda,5.0,flora and fauna
F9JOa0fXPI4,few,4.0,quantity
F9qYkNV06NE,fir,10.0,legal
F9v9eNr0daA_1,vendor,6.0,profession
F9xcw575Q-A,zoo,6.0,geography
FAOHczmX7Kc,rolls royce,5.0,organisation
FCMh8YKvD-8_1,like,7.0,comparator
FCNV_86edvI_1,alone,6.0,emotion
FDV5iLDQiFs_1,bolt,6.0,instrument
FDpm4DIIUqI,cut,3.0,action
FEGl-ICREeE_1,newspaper,7.0,readable
FEi50jcTxxI_1,stop,5.0,stage
FFAd29BYBxs,self,3.0,relation
FGFEkUDv0Xs,policy,5.0,legal
FHJGiOwpmJ8_1,surname,10.0,group
FIUecHseRiA,light fixture,7.0,electronic and electrical
FIYZhJAQ3Qo,passbook bank,5.0,banking
FIj5kYw23Og,sikkim,4.0,religious
FKzGaTqUqGY_1,prosecution,6.0,legal
FMNrbQN6pX0_1,boxing,5.0,sport
FNM7gqdOCzQ_1,russia,7.0,geography
FNwSw0aI6yk,success,4.0,stage
FOXxYHFHzto_2,material,7.0,substance
FPuKLNX3uKI,star,5.0,astronomical
FWGaBkksG7c,submerged weeds,15.0,flora and fauna
FX4qWqaO0aE_2,bolling point,10.0,chemistry
FXkWue_0HsY_1,push,6.0,action
FYxrZhkb5Zc_2,bread board,10.0,electronic and electrical
FZ5a1t1hKpw_1,ticket checker,8.0,profession
FZFeKGTeQ5k_1,owe,5.0,action
FZrTVPMOSTk_1,august,6.0,time
F_Bi2czPDcc,greedy,4.0,behavior
F_es2B9Sgo0,things,4.0,miscellaneous object
F_ssKRakSBs,goal,4.0,abstract
F_zWSg0n04A_2,uitraviolet ray,10.0,physics
FeI5iTWw_6w_2,refraction,9.0,physics
Fep0HNXm84k_1,grandfather,11.0,relation
Fgkks8MEUi8_1,wool,9.0,utility item
FhgAT_pNTIE,meat,5.0,foods and drinks
FhsR37rUlRo_1,easter,8.0,religious
FiEj2MNIRAs_1,fill,5.0,action
Fjx9s0fJjEA_1,want,6.0,abstract
FkCaUqcqwpA,drug,3.0,substance
FkJ_uBF9n88_2,water pollution,8.0,geography
FlB4FQhBm5M,silver,4.0,metal and minerals
FlZ8Xekr-JA,work,3.0,action
FlaNoLJsw-s,remove,4.0,action
Fls8pLxuhZs,confirm,5.0,process
FmR82ugp5Ug_1,shimla,6.0,geography
FnSIbbCAQ3s,sculptor,11.0,profession
FnTehW6ik-Y_2,altitude,8.0,geography
FogwGS1HzIQ,fat test of milk,12.0,process
Fq1Pqke8_pE,floppy drive,13.0,computer
FqtbCwFHFrw_1,fraud,5.0,banking
FrcAMp9yi1k_1,urgent,7.0,time
Fty9TY6f37g_1,sweat,8.0,biology
Fu6JYe2kAkg_1,pass,9.0,abstract
FuP3ROsNQoU,grommets,12.0,machine
FuoBm8C2wRg_2,interruption,8.0,action
Fw0sNnw7Jd8,bigamy,12.0,relation
FxpR_7U84nQ,ally,14.0,group
G-5rBFFWEIk_1,herself,6.0,language
G-MJMctXHkY,peter pan collar,9.0,wearable
G-zchviTHUI_1,cricket,5.0,sport
G1M2g_Bp2iM,roughages,15.0,foods and drinks
G1v0EK67zuc_1,hot to feel,7.0,sensation
G2Lhs-1HRys,uncomfortable,5.0,behavior
G3noibPzJ1w_1,fish,6.0,foods and drinks
G4VFlxK9srU,kinds of germination,13.0,biology
G6aKn9zvQ8g,cheque drop box,8.0,banking
G9ClKgFVe4U,mumbai,4.0,geography
GA00BzF9EpE_2,photographic plate,8.0,instrument
GBvOlmOfz7s,photoperiodism,14.0,biology
GDbeg02GKjA_2,latitude,14.0,geography
GE77ptzmP6g,duffle,9.0,wearable
GES06kpvMl4_1,account current,8.0,banking
GGK97cywvBc,bag,4.0,utility item
GGV55DgjlHM,nokia mobile,6.0,electronic and electrical
GH5LgcALHiM,tooth,4.0,biology
GHDSqpqhyUo,budget,5.0,banking
GHEnNurHKWk_1,leave medical,9.0,profession
GHp2q1IoF6I,seventeen,4.0,math
GK1Zc8T40Yo,pan,8.0,utility item
GKyaVPkBIvU,stapler,4.0,utility item
GLLwgmHVTGM_1,over,6.0,spatial position
GM5YzHlNbtQ_1,cloth,8.0,wearable
GMAuU7yQo1k_1,cucumber,7.0,foods and drinks
GN8ge3CZFWE_2,molecuiar motion,14.0,physics
GN8sm5YR2kg,subway,6.0,construction
GNOV9MdthUU_1,tomato,7.0,foods and drinks
GNULrNz8c64,scraping,6.0,action
GOwke9T4QOU,verb,4.0,language
GOxL9etVT9c_1,under developed,7.0,quality
GPDJy25-tN8_2,audio frequency,10.0,sound
GPntxbUpP8E,full frame,15.0,attribute
GRvD6_yvvdc_2,prism,9.0,instrument
GSMQDwI83aI,hair clip,4.0,utility item
GTNV1gmJDSk,climb,5.0,action
GUA7UJE53Qc,concrete,6.0,construction
GWPzuYBtXA4_1,unauthorised,8.0,legal
GWQ3h3xY7os,pressure cooker,4.0,utility item
GWXw1ra-nu0_1,leave extraordinary,8.0,profession
GXhOBQRBsb4,instagram,3.0,internet
GZSpfYjY3lM,pause,5.0,time
GZTuJ6NMvbw,piano,8.0,instrument
GZagTSm_qhM,shade,7.0,utility item
GeeCVBhDSKs,own,4.0,relation
Gf4_V9dRgZk_1,diabeletes,8.0,medical
Gfmu5xPqDlI_1,versus,8.0,comparator
GgsIWmqqgoU,janitor,6.0,profession
Gh-mMyOy1UY,on,4.0,spatial position
GhK-KsZ6mlo,bull,5.0,flora and fauna
GhYMzZZMMJw_1,hand,7.0,biology
GiOVSFEP2UQ,call,5.0,action
GjOTwnRW2RM,foolish,6.0,behavior
GjY2iudi9lM,association,4.0,organisation
GjqR1Zt5Yjw,pune,4.0,geography
