uid,gloss,duration,category,video_path,official_partition
YRCrJpcwteg_1,january,6.0,time,CISLR_v1.5-a_videos/YRCrJpcwteg_1.mp4,test
YRc3fxOAnOg,hungary,3.0,geography,CISLR_v1.5-a_videos/YRc3fxOAnOg.mp4,prototype
YRlUUOC7_-0_1,partnership,10.0,relation,CISLR_v1.5-a_videos/YRlUUOC7_-0_1.mp4,prototype
YSKXGgR-m4Y_1,visit,6.0,action,CISLR_v1.5-a_videos/YSKXGgR-m4Y_1.mp4,prototype
YSgIm4RE1E4_1,soap,7.0,utility item,CISLR_v1.5-a_videos/YSgIm4RE1E4_1.mp4,prototype
YT1x1wgyjLQ_1,tiffin box,6.0,foods and drinks,CISLR_v1.5-a_videos/YT1x1wgyjLQ_1.mp4,prototype
YT3NbB5D_AU_1,sue,10.0,action,CISLR_v1.5-a_videos/YT3NbB5D_AU_1.mp4,prototype
YT73Lh88yeE,waste,4.0,abstract,CISLR_v1.5-a_videos/YT73Lh88yeE.mp4,test
YVKW4zFBxRs_1,wednesday,5.0,time,CISLR_v1.5-a_videos/YVKW4zFBxRs_1.mp4,test
YVRYl6f1f_0_1,experiment,7.0,process,CISLR_v1.5-a_videos/YVRYl6f1f_0_1.mp4,test
YW5naaaX4ag_1,tight,6.0,quality,CISLR_v1.5-a_videos/YW5naaaX4ag_1.mp4,prototype
YXM8FEEsI_A,conference,6.0,group,CISLR_v1.5-a_videos/YXM8FEEsI_A.mp4,test
YYJ96CO6dt0,slippers,4.0,wearable,CISLR_v1.5-a_videos/YYJ96CO6dt0.mp4,prototype
YYMy75KpmJk,sweat,6.0,biology,CISLR_v1.5-a_videos/YYMy75KpmJk.mp4,test
YZNxu9uehxA_1,land revenue,10.0,banking,CISLR_v1.5-a_videos/YZNxu9uehxA_1.mp4,prototype
Y_T9AimBaqk_1,wastage,6.0,abstract,CISLR_v1.5-a_videos/Y_T9AimBaqk_1.mp4,prototype
YbaTI-fVR9c,salary,4.0,banking,CISLR_v1.5-a_videos/YbaTI-fVR9c.mp4,test
Yc0Mx7DJ_Io,your,3.0,relation,CISLR_v1.5-a_videos/Yc0Mx7DJ_Io.mp4,test
YcSno6m_WPQ_1,inauguaration,7.0,event,CISLR_v1.5-a_videos/YcSno6m_WPQ_1.mp4,prototype
YcTowX_Es6E,banana tree,6.0,flora and fauna,CISLR_v1.5-a_videos/YcTowX_Es6E.mp4,prototype
YewyTxkCShU,lawn,8.0,construction,CISLR_v1.5-a_videos/YewyTxkCShU.mp4,prototype
Yf38Dy5zOF4,coconut,4.0,foods and drinks,CISLR_v1.5-a_videos/Yf38Dy5zOF4.mp4,test
YfCkx2qZd10_1,bake,7.0,foods and drinks,CISLR_v1.5-a_videos/YfCkx2qZd10_1.mp4,test
YfPizjRLLBk_1,nail polish,7.0,utility item,CISLR_v1.5-a_videos/YfPizjRLLBk_1.mp4,prototype
YfbeV360wAA,kajal,4.0,utility item,CISLR_v1.5-a_videos/YfbeV360wAA.mp4,prototype
YgZcsvejUF0,sixteen,4.0,quantity,CISLR_v1.5-a_videos/YgZcsvejUF0.mp4,prototype
Ygj0IRouWKg,wash,3.0,action,CISLR_v1.5-a_videos/Ygj0IRouWKg.mp4,test
YhHAI3h-Pno,phone,6.0,electronic and electrical,CISLR_v1.5-a_videos/YhHAI3h-Pno.mp4,prototype
YhVonZ8wM4s,reservation,5.0,group,CISLR_v1.5-a_videos/YhVonZ8wM4s.mp4,test
Yic2UpwFlV0_1,maximum,9.0,quantity,CISLR_v1.5-a_videos/Yic2UpwFlV0_1.mp4,test
Yipdqci-cG4,speak,3.0,action,CISLR_v1.5-a_videos/Yipdqci-cG4.mp4,prototype
Yiu0Yd9fSk8_1,boy,8.0,human,CISLR_v1.5-a_videos/Yiu0Yd9fSk8_1.mp4,test
YjFFLGIxdsw,indian national congress,3.0,politics,CISLR_v1.5-a_videos/YjFFLGIxdsw.mp4,prototype
Yk2bJx0XDKk,corn,14.0,foods and drinks,CISLR_v1.5-a_videos/Yk2bJx0XDKk.mp4,test
YkB8oNd9yWk_1,insult,6.0,action,CISLR_v1.5-a_videos/YkB8oNd9yWk_1.mp4,test
YkczyHs5RyA,deer,4.0,flora and fauna,CISLR_v1.5-a_videos/YkczyHs5RyA.mp4,test
YkjhmBTDRSE,surface erosion,10.0,geography,CISLR_v1.5-a_videos/YkjhmBTDRSE.mp4,prototype
Ykt6OXbw1q0,blue,6.0,quality,CISLR_v1.5-a_videos/Ykt6OXbw1q0.mp4,test
Ykv_2L4-7RY,accident,5.0,event,CISLR_v1.5-a_videos/Ykv_2L4-7RY.mp4,prototype
YlpdAUskBYI,protect,5.0,action,CISLR_v1.5-a_videos/YlpdAUskBYI.mp4,prototype
YnAajpsmDmk_1,cloth,8.0,wearable,CISLR_v1.5-a_videos/YnAajpsmDmk_1.mp4,test
YnKRMSyKkJk_1,chapathi,6.0,foods and drinks,CISLR_v1.5-a_videos/YnKRMSyKkJk_1.mp4,prototype
YnZWnAEfIPw,round,4.0,math,CISLR_v1.5-a_videos/YnZWnAEfIPw.mp4,test
YnmUSF3cQCA_1,minister,7.0,authority,CISLR_v1.5-a_videos/YnmUSF3cQCA_1.mp4,test
YoqthDSpmXU,show,4.0,action,CISLR_v1.5-a_videos/YoqthDSpmXU.mp4,prototype
Yp-T6g3cBAU_1,rectangle,11.0,math,CISLR_v1.5-a_videos/Yp-T6g3cBAU_1.mp4,prototype
Ypycm97DvfI,paragraph,6.0,language,CISLR_v1.5-a_videos/Ypycm97DvfI.mp4,test
Yrzxd9xMdf4_1,manual of instruction,9.0,readable,CISLR_v1.5-a_videos/Yrzxd9xMdf4_1.mp4,prototype
YsHiDhGbv0Q,nepal,5.0,geography,CISLR_v1.5-a_videos/YsHiDhGbv0Q.mp4,test
YscdSP4txHA,gang box,9.0,utility item,CISLR_v1.5-a_videos/YscdSP4txHA.mp4,prototype
Ystk7l_FXfM,specialist,5.0,profession,CISLR_v1.5-a_videos/Ystk7l_FXfM.mp4,prototype
YtiMW5yuGp0,pass,6.0,abstract,CISLR_v1.5-a_videos/YtiMW5yuGp0.mp4,test
YtxxtvSqLN0,button loop,10.0,wearable,CISLR_v1.5-a_videos/YtxxtvSqLN0.mp4,prototype
Yu6K4sXguXs_1,fruits,7.0,foods and drinks,CISLR_v1.5-a_videos/Yu6K4sXguXs_1.mp4,prototype
YufUJ48avIM,all india federation of the deaf,4.0,organisation,CISLR_v1.5-a_videos/YufUJ48avIM.mp4,prototype
YuqMoY_OqRg,printer,5.0,instrument,CISLR_v1.5-a_videos/YuqMoY_OqRg.mp4,test
Yv8NF6YIl10_1,stone,7.0,metal and minerals,CISLR_v1.5-a_videos/Yv8NF6YIl10_1.mp4,test
YwFKOE6S4C0_1,bogie,9.0,transport,CISLR_v1.5-a_videos/YwFKOE6S4C0_1.mp4,prototype
YwR00ZeFcQY_1,mother,8.0,relation,CISLR_v1.5-a_videos/YwR00ZeFcQY_1.mp4,test
Yws2a_L3P5k,top,4.0,comparator,CISLR_v1.5-a_videos/Yws2a_L3P5k.mp4,test
Ywv9sPO2h8U_1,shipping order,9.0,process,CISLR_v1.5-a_videos/Ywv9sPO2h8U_1.mp4,prototype
Yx69VxUEjg4_1,expansion,8.0,quantity,CISLR_v1.5-a_videos/Yx69VxUEjg4_1.mp4,prototype
Yympd7Zsia4,visa,4.0,legal,CISLR_v1.5-a_videos/Yympd7Zsia4.mp4,test
Yz4vZ5ALDfw,thank you,3.0,gesture,CISLR_v1.5-a_videos/Yz4vZ5ALDfw.mp4,test
Yz6em7jgxK0,weak,4.0,quality,CISLR_v1.5-a_videos/Yz6em7jgxK0.mp4,test
YzE81xCkrbs_1,premature,10.0,attribute,CISLR_v1.5-a_videos/YzE81xCkrbs_1.mp4,prototype
YzFnEXBbgqk,railway station,6.0,transport,CISLR_v1.5-a_videos/YzFnEXBbgqk.mp4,prototype
YzFnEXBbgqk_1,railway station,6.0,transport,CISLR_v1.5-a_videos/YzFnEXBbgqk_1.mp4,test
YzMaVzYqmoI,cutlery,7.0,foods and drinks,CISLR_v1.5-a_videos/YzMaVzYqmoI.mp4,prototype
Z-WSsu6coz0_1,specimen signature,11.0,attribute,CISLR_v1.5-a_videos/Z-WSsu6coz0_1.mp4,prototype
Z-eYQ41xjss_1,auditorium,7.0,construction,CISLR_v1.5-a_videos/Z-eYQ41xjss_1.mp4,prototype
Z1QjMt7Nv8g_1,neighbour,11.0,human,CISLR_v1.5-a_videos/Z1QjMt7Nv8g_1.mp4,test
Z1du80pIIo0,brochure,5.0,readable,CISLR_v1.5-a_videos/Z1du80pIIo0.mp4,prototype
Z1rwaj311WE_1,need,6.0,abstract,CISLR_v1.5-a_videos/Z1rwaj311WE_1.mp4,prototype
Z3CJVJpzaio_1,keeper,10.0,human,CISLR_v1.5-a_videos/Z3CJVJpzaio_1.mp4,prototype
Z3vKfnZktzo,parking,6.0,transport,CISLR_v1.5-a_videos/Z3vKfnZktzo.mp4,prototype
Z40K5gHMTUI_1,transfer,6.0,action,CISLR_v1.5-a_videos/Z40K5gHMTUI_1.mp4,prototype
Z45tFt5f02s_1,more,6.0,quantity,CISLR_v1.5-a_videos/Z45tFt5f02s_1.mp4,prototype
Z57OPDQI-AM_2,transverse wave,10.0,physics,CISLR_v1.5-a_videos/Z57OPDQI-AM_2.mp4,prototype
Z6JNDTUxfUc,grey,8.0,colour,CISLR_v1.5-a_videos/Z6JNDTUxfUc.mp4,test
Z6tnoY_mWJI,ahmedabad,5.0,geography,CISLR_v1.5-a_videos/Z6tnoY_mWJI.mp4,prototype
Z7IcqSuMStI_1,silver,7.0,metal and minerals,CISLR_v1.5-a_videos/Z7IcqSuMStI_1.mp4,test
Z7SDxmGugRY_2,stretch,9.0,action,CISLR_v1.5-a_videos/Z7SDxmGugRY_2.mp4,prototype
Z7eSedTdh8o_1,lock,8.0,machine,CISLR_v1.5-a_videos/Z7eSedTdh8o_1.mp4,test
Z7rp2PsMEnM_1,flat,6.0,attribute,CISLR_v1.5-a_videos/Z7rp2PsMEnM_1.mp4,prototype
Z8s8vMx7whQ_1,andhra pradesh,7.0,geography,CISLR_v1.5-a_videos/Z8s8vMx7whQ_1.mp4,test
Z90_kV0h1d8_1,re sale,6.0,banking,CISLR_v1.5-a_videos/Z90_kV0h1d8_1.mp4,prototype
Z9fW5tpQOYY,lake,8.0,geography,CISLR_v1.5-a_videos/Z9fW5tpQOYY.mp4,test
ZA9VMWZGtLw_1,socks,7.0,wearable,CISLR_v1.5-a_videos/ZA9VMWZGtLw_1.mp4,test
ZAVbHxqvcZM,projector,4.0,instrument,CISLR_v1.5-a_videos/ZAVbHxqvcZM.mp4,test
ZAXYZbQjJd8,official,3.0,legal,CISLR_v1.5-a_videos/ZAXYZbQjJd8.mp4,test
ZBUU3_QSSZ0,ant,6.0,flora and fauna,CISLR_v1.5-a_videos/ZBUU3_QSSZ0.mp4,test
ZBUU3_QSSZ0_1,ant,6.0,flora and fauna,CISLR_v1.5-a_videos/ZBUU3_QSSZ0_1.mp4,test
ZD4iPTVebqg,flowering hedges,10.0,flora and fauna,CISLR_v1.5-a_videos/ZD4iPTVebqg.mp4,prototype
ZE26UZXyMDs_1,laddu,5.0,foods and drinks,CISLR_v1.5-a_videos/ZE26UZXyMDs_1.mp4,prototype
ZEGaQMAZwgE_2,vision,7.0,abstract,CISLR_v1.5-a_videos/ZEGaQMAZwgE_2.mp4,test
ZEOITP9Urts,goat,6.0,flora and fauna,CISLR_v1.5-a_videos/ZEOITP9Urts.mp4,test
ZES6f5bu19M,jantar mantar,5.0,geography,CISLR_v1.5-a_videos/ZES6f5bu19M.mp4,prototype
ZGH9wRwlXSA_1,leg,9.0,biology,CISLR_v1.5-a_videos/ZGH9wRwlXSA_1.mp4,prototype
ZGZMh2l-Kro_1,upper age limit,9.0,time,CISLR_v1.5-a_videos/ZGZMh2l-Kro_1.mp4,prototype
ZH6w06bHVJs,center  back,10.0,spatial position,CISLR_v1.5-a_videos/ZH6w06bHVJs.mp4,prototype
ZHBeAUvAWFw_1,gram,6.0,metric,CISLR_v1.5-a_videos/ZHBeAUvAWFw_1.mp4,test
ZHn-DlqMC3c_1,deposit short,12.0,banking,CISLR_v1.5-a_videos/ZHn-DlqMC3c_1.mp4,prototype
ZIKWlQUff9c,there,3.0,geography,CISLR_v1.5-a_videos/ZIKWlQUff9c.mp4,test
ZKrESO7NJkw,electrical leakage,10.0,physics,CISLR_v1.5-a_videos/ZKrESO7NJkw.mp4,prototype
ZLBwSYUFhqk,resign,4.0,action,CISLR_v1.5-a_videos/ZLBwSYUFhqk.mp4,test
ZLMSgBfkRgc,lebanon,4.0,geography,CISLR_v1.5-a_videos/ZLMSgBfkRgc.mp4,prototype
ZLj7E6Q5ZUg_1,year to year,9.0,comparator,CISLR_v1.5-a_videos/ZLj7E6Q5ZUg_1.mp4,prototype
ZM0n1zjza48,trader,7.0,commerce,CISLR_v1.5-a_videos/ZM0n1zjza48.mp4,prototype
ZM95iphl6eM,chile,3.0,geography,CISLR_v1.5-a_videos/ZM95iphl6eM.mp4,prototype
ZQXv3lFCkp8_2,equation,8.0,math,CISLR_v1.5-a_videos/ZQXv3lFCkp8_2.mp4,prototype
ZQzqGalXdEU_1,raddish,7.0,foods and drinks,CISLR_v1.5-a_videos/ZQzqGalXdEU_1.mp4,prototype
ZRb_4bhHAus_1,lunacy,9.0,attribute,CISLR_v1.5-a_videos/ZRb_4bhHAus_1.mp4,prototype
ZRmC8bZ5OgY_1,notification,8.0,legal,CISLR_v1.5-a_videos/ZRmC8bZ5OgY_1.mp4,test
ZSOCalqaCTw_1,east,6.0,spatial position,CISLR_v1.5-a_videos/ZSOCalqaCTw_1.mp4,test
ZT-CEOMhqAI_1,planet,8.0,astronomical,CISLR_v1.5-a_videos/ZT-CEOMhqAI_1.mp4,prototype
ZT1KeYVFU3s,over,5.0,spatial position,CISLR_v1.5-a_videos/ZT1KeYVFU3s.mp4,test
ZTdHkUXOcHU_2,visible ray,8.0,physics,CISLR_v1.5-a_videos/ZTdHkUXOcHU_2.mp4,prototype
ZThUGVQhL08,umbrella,5.0,utility item,CISLR_v1.5-a_videos/ZThUGVQhL08.mp4,test
ZTyOfVeFBgA_2,sotar,8.0,astronomical,CISLR_v1.5-a_videos/ZTyOfVeFBgA_2.mp4,prototype
ZU74gADGVD4,practice,5.0,action,CISLR_v1.5-a_videos/ZU74gADGVD4.mp4,prototype
ZUL1-j2VL6w,technician,4.0,profession,CISLR_v1.5-a_videos/ZUL1-j2VL6w.mp4,prototype
ZW9M04OzRVU_1,owl,7.0,flora and fauna,CISLR_v1.5-a_videos/ZW9M04OzRVU_1.mp4,test
ZWdAqWE-J3k,polite,5.0,attribute,CISLR_v1.5-a_videos/ZWdAqWE-J3k.mp4,prototype
ZY-WTPLbMZc,yourself,3.0,abstract,CISLR_v1.5-a_videos/ZY-WTPLbMZc.mp4,test
ZYzl-LchceU_1,lucknow,5.0,geography,CISLR_v1.5-a_videos/ZYzl-LchceU_1.mp4,prototype
ZZAKxP9xMSE_1,plastic,8.0,miscellaneous object,CISLR_v1.5-a_videos/ZZAKxP9xMSE_1.mp4,test
ZZtr21utYZU,cartidge,15.0,utility item,CISLR_v1.5-a_videos/ZZtr21utYZU.mp4,prototype
Z_LPvE-ICAw_1,near,6.0,spatial position,CISLR_v1.5-a_videos/Z_LPvE-ICAw_1.mp4,prototype
Z_M-x3Xb-7c_1,enemy,9.0,relation,CISLR_v1.5-a_videos/Z_M-x3Xb-7c_1.mp4,test
Z_aF7Dndg5o,wrestling,4.0,sport,CISLR_v1.5-a_videos/Z_aF7Dndg5o.mp4,test
Za7gQoC8eaA_1,hospital,6.0,construction,CISLR_v1.5-a_videos/Za7gQoC8eaA_1.mp4,prototype
ZaBfhzfL_II,long jump,4.0,sport,CISLR_v1.5-a_videos/ZaBfhzfL_II.mp4,prototype
ZaNS5RUpBAM_1,jain,5.0,religious,CISLR_v1.5-a_videos/ZaNS5RUpBAM_1.mp4,prototype
ZanVx78hi-g_1,water,8.0,substance,CISLR_v1.5-a_videos/ZanVx78hi-g_1.mp4,test
Zb_TG66NcQM,libya,4.0,geography,CISLR_v1.5-a_videos/Zb_TG66NcQM.mp4,prototype
Zbzwv7UaDLE_1,cholera,6.0,medical,CISLR_v1.5-a_videos/Zbzwv7UaDLE_1.mp4,test
Zc9o_U0ilpU,discount,6.0,banking,CISLR_v1.5-a_videos/Zc9o_U0ilpU.mp4,prototype
ZcKsHron__8,graders,10.0,education,CISLR_v1.5-a_videos/ZcKsHron__8.mp4,prototype
ZcVzjZeVwj0,lock,4.0,machine,CISLR_v1.5-a_videos/ZcVzjZeVwj0.mp4,test
ZcxtRrRVHFE,request,4.0,action,CISLR_v1.5-a_videos/ZcxtRrRVHFE.mp4,prototype
ZePqDGIfLng_1,goat,6.0,flora and fauna,CISLR_v1.5-a_videos/ZePqDGIfLng_1.mp4,test
ZfEb14w8ZMk_1,housefly,6.0,flora and fauna,CISLR_v1.5-a_videos/ZfEb14w8ZMk_1.mp4,test
ZfvUujCbJR0,motorola,5.0,organisation,CISLR_v1.5-a_videos/ZfvUujCbJR0.mp4,prototype
Zgmvl6IgXuY,amazon,4.0,organisation,CISLR_v1.5-a_videos/Zgmvl6IgXuY.mp4,test
Zgt1aed1imY,buddhism,4.0,religious,CISLR_v1.5-a_videos/Zgt1aed1imY.mp4,prototype
ZhM0Ej44-3A_1,poision,6.0,medical,CISLR_v1.5-a_videos/ZhM0Ej44-3A_1.mp4,test
ZhZN3BiLEqg_1,student,7.0,profession,CISLR_v1.5-a_videos/ZhZN3BiLEqg_1.mp4,test
Zj_vIX40c4U,internet,8.0,internet,CISLR_v1.5-a_videos/Zj_vIX40c4U.mp4,prototype
ZjgpWHd9cyc_1,blue,9.0,quality,CISLR_v1.5-a_videos/ZjgpWHd9cyc_1.mp4,test
ZkswCQRgxvQ_1,tongue,6.0,biology,CISLR_v1.5-a_videos/ZkswCQRgxvQ_1.mp4,prototype
ZlECIvK4NRU,name,4.0,language,CISLR_v1.5-a_videos/ZlECIvK4NRU.mp4,test
ZlEsSpNpRWc_1,tiger,5.0,flora and fauna,CISLR_v1.5-a_videos/ZlEsSpNpRWc_1.mp4,prototype
ZlHosNYMQwE,christianity,4.0,religious,CISLR_v1.5-a_videos/ZlHosNYMQwE.mp4,prototype
ZmPkrJiAoGU,shock,4.0,behavior,CISLR_v1.5-a_videos/ZmPkrJiAoGU.mp4,test
ZmQb16XR9Uk,themselves,4.0,relation,CISLR_v1.5-a_videos/ZmQb16XR9Uk.mp4,test
ZmwQgw19ceU,lime paste,7.0,substance,CISLR_v1.5-a_videos/ZmwQgw19ceU.mp4,prototype
Zn0fVlU7o9Y_1,note,6.0,banking,CISLR_v1.5-a_videos/Zn0fVlU7o9Y_1.mp4,prototype
ZolqmXUbwIw_1,kangaroo,6.0,flora and fauna,CISLR_v1.5-a_videos/ZolqmXUbwIw_1.mp4,test
Zr3LQ0FwcUM,victory,4.0,event,CISLR_v1.5-a_videos/Zr3LQ0FwcUM.mp4,prototype
ZrPL-xKnDfk,degree,6.0,education,CISLR_v1.5-a_videos/ZrPL-xKnDfk.mp4,test
ZrRMVnEBilo_1,magnet,8.0,physics,CISLR_v1.5-a_videos/ZrRMVnEBilo_1.mp4,test
Zrcq4sIJPH0_1,transaction,9.0,commerce,CISLR_v1.5-a_videos/Zrcq4sIJPH0_1.mp4,prototype
ZrzSxs277R8,bronchial tumors,10.0,medical,CISLR_v1.5-a_videos/ZrzSxs277R8.mp4,prototype
Zs0aCR0psKg_1,maximum,7.0,quantity,CISLR_v1.5-a_videos/Zs0aCR0psKg_1.mp4,test
ZsQKzWzog3w,cylinder,5.0,utility item,CISLR_v1.5-a_videos/ZsQKzWzog3w.mp4,test
ZsQM3Ip3WP4,oneplus mobile,4.0,electronic and electrical,CISLR_v1.5-a_videos/ZsQM3Ip3WP4.mp4,prototype
ZtAKgVo5KFQ_2,property tax,6.0,banking,CISLR_v1.5-a_videos/ZtAKgVo5KFQ_2.mp4,prototype
ZuEwvrlmnyw_1,thursday,6.0,time,CISLR_v1.5-a_videos/ZuEwvrlmnyw_1.mp4,test
ZuMVWIDZEQI_1,incentive,9.0,legal,CISLR_v1.5-a_videos/ZuMVWIDZEQI_1.mp4,prototype
ZuVsJQ_IKxc_1,balance outstanding,11.0,banking,CISLR_v1.5-a_videos/ZuVsJQ_IKxc_1.mp4,prototype
ZwVF0XfVD7I,bath,5.0,action,CISLR_v1.5-a_videos/ZwVF0XfVD7I.mp4,test
ZxL9a3whvvo,tubelight,5.0,electronic and electrical,CISLR_v1.5-a_videos/ZxL9a3whvvo.mp4,test
ZytQJwYWKuM_1,africa,7.0,geography,CISLR_v1.5-a_videos/ZytQJwYWKuM_1.mp4,test
ZzvSRtMXoSA_1,garlic,7.0,foods and drinks,CISLR_v1.5-a_videos/ZzvSRtMXoSA_1.mp4,test
_-U30DSj-t0_2,plane,9.0,math,CISLR_v1.5-a_videos/_-U30DSj-t0_2.mp4,prototype
_16L9IQXOm8_1,around,6.0,spatial position,CISLR_v1.5-a_videos/_16L9IQXOm8_1.mp4,prototype
_1V-RYndk_o_1,bark,6.0,action,CISLR_v1.5-a_videos/_1V-RYndk_o_1.mp4,test
_1vtXVjFtg0_1,brittle,7.0,attribute,CISLR_v1.5-a_videos/_1vtXVjFtg0_1.mp4,prototype
_2S9CpnbPLk_1,volcano,7.0,geography,CISLR_v1.5-a_videos/_2S9CpnbPLk_1.mp4,test
_2TlWc7fctg,donald duck,5.0,entertainment,CISLR_v1.5-a_videos/_2TlWc7fctg.mp4,prototype
_45PKVEtIUE_1,clown,6.0,entertainment,CISLR_v1.5-a_videos/_45PKVEtIUE_1.mp4,test
_4oE2cTO6V4,blind stitch,14.0,wearable,CISLR_v1.5-a_videos/_4oE2cTO6V4.mp4,prototype
_5-p1Ci-LQI,norway,4.0,geography,CISLR_v1.5-a_videos/_5-p1Ci-LQI.mp4,prototype
_5ISkq46e4U,volkswagen,5.0,organisation,CISLR_v1.5-a_videos/_5ISkq46e4U.mp4,test
_5yHq8UYB-8_1,throat,7.0,biology,CISLR_v1.5-a_videos/_5yHq8UYB-8_1.mp4,test
_7E0eolOh4c,elevator,4.0,construction,CISLR_v1.5-a_videos/_7E0eolOh4c.mp4,prototype
_7G2Uzs6TTE_1,prescription,7.0,medical,CISLR_v1.5-a_videos/_7G2Uzs6TTE_1.mp4,prototype
_8BciHWrpOA,genuine,4.0,attribute,CISLR_v1.5-a_videos/_8BciHWrpOA.mp4,prototype
_8bxz4NREvk,prime location,12.0,spatial position,CISLR_v1.5-a_videos/_8bxz4NREvk.mp4,prototype
_9JUz_eRGKk_1,arrears,10.0,commerce,CISLR_v1.5-a_videos/_9JUz_eRGKk_1.mp4,prototype
_9fyR8lD1Uo_2,zero correction,9.0,quantity,CISLR_v1.5-a_videos/_9fyR8lD1Uo_2.mp4,prototype
_BPtLQumNF4_1,radio,7.0,electronic and electrical,CISLR_v1.5-a_videos/_BPtLQumNF4_1.mp4,test
_C-VYAN3NP0_1,sly,7.0,attribute,CISLR_v1.5-a_videos/_C-VYAN3NP0_1.mp4,test
_CKSfuSN8qY,test,5.0,education,CISLR_v1.5-a_videos/_CKSfuSN8qY.mp4,prototype
_DzQr-7t3Wo,why,8.0,abstract,CISLR_v1.5-a_videos/_DzQr-7t3Wo.mp4,test
_Dzn4G-zY6Y,opuntia,12.0,biology,CISLR_v1.5-a_videos/_Dzn4G-zY6Y.mp4,prototype
_FpLmutBgNQ_2,curvature,10.0,physics,CISLR_v1.5-a_videos/_FpLmutBgNQ_2.mp4,prototype
_GG3jvZWj_4,chikoo,4.0,foods and drinks,CISLR_v1.5-a_videos/_GG3jvZWj_4.mp4,prototype
_HPV8-2Xdx8,distance learning,6.0,education,CISLR_v1.5-a_videos/_HPV8-2Xdx8.mp4,prototype
_I7a-SaQTbQ_1,wound,8.0,medical,CISLR_v1.5-a_videos/_I7a-SaQTbQ_1.mp4,test
_J3ub2IKdWM,clauses,14.0,language,CISLR_v1.5-a_videos/_J3ub2IKdWM.mp4,prototype
_JhAFFdTuQk,time table,5.0,time,CISLR_v1.5-a_videos/_JhAFFdTuQk.mp4,prototype
_K6fZSaEvfY,idbi bank,6.0,organisation,CISLR_v1.5-a_videos/_K6fZSaEvfY.mp4,prototype
_KD_lxiKv6o_1,overleaf,9.0,abstract,CISLR_v1.5-a_videos/_KD_lxiKv6o_1.mp4,prototype
_KNZJg6KmXo_1,sharpener,5.0,utility item,CISLR_v1.5-a_videos/_KNZJg6KmXo_1.mp4,prototype
_MQLjVv71vA_2,convex,12.0,physics,CISLR_v1.5-a_videos/_MQLjVv71vA_2.mp4,prototype
_MfSh3vAg-8_1,trunk,6.0,biology,CISLR_v1.5-a_videos/_MfSh3vAg-8_1.mp4,test
_NCg6SOF43E,august,5.0,time,CISLR_v1.5-a_videos/_NCg6SOF43E.mp4,test
_NQG94L6Ook,some,4.0,quantity,CISLR_v1.5-a_videos/_NQG94L6Ook.mp4,prototype
_O0kLRn736A_1,belt,6.0,wearable,CISLR_v1.5-a_videos/_O0kLRn736A_1.mp4,test
_OCCVPF3icI,buffalo,4.0,flora and fauna,CISLR_v1.5-a_videos/_OCCVPF3icI.mp4,test
_OVPsuqM4WA,axe,4.0,instrument,CISLR_v1.5-a_videos/_OVPsuqM4WA.mp4,test
_P4bfLS4TnU,influenza flu,10.0,biology,CISLR_v1.5-a_videos/_P4bfLS4TnU.mp4,prototype
_PagRKs0NVw_1,cosmetics,7.0,substance,CISLR_v1.5-a_videos/_PagRKs0NVw_1.mp4,test
_QKUHg7BOt0_1,model,7.0,behavior,CISLR_v1.5-a_videos/_QKUHg7BOt0_1.mp4,prototype
_QuzEYjeK5o_1,task force,9.0,legal,CISLR_v1.5-a_videos/_QuzEYjeK5o_1.mp4,prototype
_RUSSzoAwkI_1,grind,6.0,process,CISLR_v1.5-a_videos/_RUSSzoAwkI_1.mp4,prototype
_SL5nKedSfM,defraud,5.0,banking,CISLR_v1.5-a_videos/_SL5nKedSfM.mp4,prototype
_UPbbNrJVTI,outer shell,13.0,substance,CISLR_v1.5-a_videos/_UPbbNrJVTI.mp4,prototype
_VEDOuAOkwY_1,sweater,7.0,wearable,CISLR_v1.5-a_videos/_VEDOuAOkwY_1.mp4,test
_VfAEWS3NIs_1,nose,8.0,biology,CISLR_v1.5-a_videos/_VfAEWS3NIs_1.mp4,test
_VoVLROfTak_1,cash certificates,10.0,banking,CISLR_v1.5-a_videos/_VoVLROfTak_1.mp4,prototype
_WJFCAKQNOk_2,particular,12.0,attribute,CISLR_v1.5-a_videos/_WJFCAKQNOk_2.mp4,prototype
_XNGzuCEq_k_1,certificate,7.0,readable,CISLR_v1.5-a_videos/_XNGzuCEq_k_1.mp4,test
_YZmHbnrcmM_2,air pollution,12.0,chemistry,CISLR_v1.5-a_videos/_YZmHbnrcmM_2.mp4,test
_ZQRTRss6sY,parliament,4.0,legal,CISLR_v1.5-a_videos/_ZQRTRss6sY.mp4,test
_Zk6T8osdEc,xylophone,5.0,sound,CISLR_v1.5-a_videos/_Zk6T8osdEc.mp4,prototype
_Zqd_PC4zYs,order,4.0,action,CISLR_v1.5-a_videos/_Zqd_PC4zYs.mp4,test
__Rz2PaTB1c,malayalam,5.0,language,CISLR_v1.5-a_videos/__Rz2PaTB1c.mp4,prototype
__cUle3-80c_2,copper wire,10.0,metal and minerals,CISLR_v1.5-a_videos/__cUle3-80c_2.mp4,prototype
_a81r3Cftzk,can,3.0,attribute,CISLR_v1.5-a_videos/_a81r3Cftzk.mp4,test
_buJuYv17y0_1,cupboard,9.0,utility item,CISLR_v1.5-a_videos/_buJuYv17y0_1.mp4,test
